Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-07T16:35:49Z, 19796, 0.011315
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-07T16:36:11Z, 42450, 0.010554
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-07T16:36:34Z, 65100, 0.010323
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-07T16:36:57Z, 87760, 0.010210
QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,1.000000, 2022-04-07T16:37:19Z, 110403, 0.010145
QBXq3gAABQABE/I4jZO9THy2tkKnebips0vGGQ==,QBXq3gAABQABE/I4jZO2THyFtkKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebiptkvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebaps0vGGQ==,1.000000, 2022-04-07T16:37:42Z, 133222, 0.010088
QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,1.000000, 2022-04-07T16:38:05Z, 155785, 0.010065
QBXq3gAABwAB5OQ9879HguyYmPHg9KkBAKGMUg==,QBXq3gAABwAB5OQ987+YguzmmPHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBmKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9JgBAKGMUg==,1.000000, 2022-04-07T16:38:27Z, 178368, 0.010047
QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,1.000000, 2022-04-07T16:38:50Z, 201041, 0.010028
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-04-07T16:39:13Z, 223668, 0.010015
QBXq3gAACgAB4J5MGLcM8Iafn9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLef8IZxn9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4nxIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYJ94zhIZKg==,1.000000, 2022-04-07T16:39:35Z, 246323, 0.010003
QBXq3gAACwABeiMIbZ4A4j9HR8J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ5H4j9rR8J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwBR36ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NEcB/n6ucg==,1.000000, 2022-04-07T16:39:58Z, 269001, 0.009993
QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,1.000000, 2022-04-07T16:40:21Z, 291632, 0.009985
QBXq3gAADQAB5bM7t6M2OWtWVvXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6NWOWuZVvXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UVsVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3FaUDcVbbw==,0.928571, 2022-04-07T16:40:44Z, 314506, 0.009259
QBXq3gAADgABme9SPmYig5NpaaJEC385ivmH7g==,QBXq3gAADgABme9SPmZpg5MJaaJEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC385afmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC2k5ivmH7g==,0.866667, 2022-04-07T16:41:06Z, 337154, 0.008637
QBXq3gAADwABlTZyzE3lFJTGxpQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3GFJR/xpQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6VmxpmKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU8Zm85mKEw==,0.812500, 2022-04-07T16:41:29Z, 359817, 0.008093
QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,0.823529, 2022-04-07T16:41:51Z, 382254, 0.008204
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.833333, 2022-04-07T16:42:14Z, 404909, 0.008298
QBXq3gAAEgABj88jQzaTdZGE1u7dnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHBra/lFmg==,0.842105, 2022-04-07T16:42:37Z, 427556, 0.008383
QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,0.850000, 2022-04-07T16:42:59Z, 450214, 0.008458
QBXq3gAAFAABW8ygIUNCROlaWpXUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUNaROnsWpXUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUNCROnsq5XUFsTkWjJxwQ==,QBXq3gAAFAABW8ygIUNCROnsq5XUFlrkbTJxwQ==,0.809524, 2022-04-07T16:43:22Z, 473099, 0.008049
QBXq3gAAFQAB7v3thZFtPjdgYGijZJxpHq4WmA==,QBXq3gAAFQAB7v3thZGHPjfnh2ijZJxpHq4WmA==,QBXq3gAAFQAB7v3thZFtPjfnmGijZJxph64WmA==,QBXq3gAAFQAB7v3thZFtPjfnmGijZIdpHq4WmA==,0.818182, 2022-04-07T16:43:45Z, 495731, 0.008133
QBXq3gAAFgABPf91rNkW5sgrK4K9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkr5sguK4K9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9ooamKxEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9oiumoBEFXQ==,0.826087, 2022-04-07T16:44:07Z, 518181, 0.008213
QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,0.833333, 2022-04-07T16:44:30Z, 540824, 0.008284
QBXq3gAAGAAB0m9KjfscKZvmJ1iKaAclYVKt8w==,QBXq3gAAGAAB0m9KjfscKZvmJ1iKaAclYVKt8w==,QBXq3gAAGAAB0m9KjfscKZvmJ1iKaAclYVKt8w==,QBXq3gAAGAAB0m9KjfscKZvmJ1iKaAclYVKt8w==,0.840000, 2022-04-07T16:44:53Z, 563480, 0.008348
QBXq3gAAGQABJHFkMPFvoEr29ncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPH2oEqk9ncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmI9uAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbvaIEeAmzQ==,0.807692, 2022-04-07T16:45:15Z, 586348, 0.008023
QBXq3gAAGgABCHVadsZTcYGFhUPAwDsGmCTZRw==,QBXq3gAAGgABCHVadsaFcYG9hUPAwDsGmCTZRw==,QBXq3gAAGgABCHVadsZTcYG9PkPAwDsGhSTZRw==,QBXq3gAAGgABCHVadsZTcYG9PkPAwIUGmCTZRw==,0.814815, 2022-04-07T16:45:38Z, 608822, 0.008094
QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,0.821429, 2022-04-07T16:46:00Z, 631435, 0.008159
QBXq3gAAHAAB1OuDfwx4n3mdnUboDXUAuzvbGQ==,QBXq3gAAHAAB1OuDfwydn3m3nUboDXUAuzvbGQ==,QBXq3gAAHAAB1OuDfwx4n3m3hkboDXUAnTvbGQ==,QBXq3gAAHAAB1OuDfwx4n3m3hkboDZ0AuzvbGQ==,0.827586, 2022-04-07T16:46:23Z, 654092, 0.008219
QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,0.833333, 2022-04-07T16:46:46Z, 676741, 0.008275
QBXq3gAAHgABwR7mAGpUxF1VVYNYBwTedYNF4Q==,QBXq3gAAHgABwR7mAGpVxF3pVYNYBwTedYNF4Q==,QBXq3gAAHgABwR7mAGpUxF3p6INYBwTeVYNF4Q==,QBXq3gAAHgABwR7mAGpUxF3p6INYB1XedYNF4Q==,0.838710, 2022-04-07T16:47:08Z, 699390, 0.008327
QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,0.843750, 2022-04-07T16:47:31Z, 722042, 0.008376
QBXq3gAAIAABvB0V4fm87G/yfZTKzbZv1v0sag==,QBXq3gAAIAABvB0V4fm87G/yfZTKzbZv1v0sag==,QBXq3gAAIAABvB0V4fm87G/yfZTKzbZv1v0sag==,QBXq3gAAIAABvB0V4fm87G/yfZTKzbZv1v0sag==,0.848485, 2022-04-07T16:47:54Z, 744700, 0.008422
