Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-01-01T10:07:10Z, 20681, 0.010831
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-01-01T10:07:33Z, 43361, 0.010332
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-01-01T10:07:56Z, 66047, 0.010175
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-01-01T10:08:18Z, 88729, 0.010098
QBXq3gAABAABsgROlhZJHbNRUUhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZRHbMiUUhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMiUUhtWWsTUePXdA==,QBXq3gAABAABsgROlhZJHbMipFFtWVETsuPXdA==,1.000000, 2022-01-01T10:08:50Z, 120427, 0.009300
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2022-01-01T10:09:04Z, 134101, 0.010022
QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,1.000000, 2022-01-01T10:09:26Z, 156847, 0.009997
QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,1.000000, 2022-01-01T10:09:49Z, 179470, 0.009985
QBXq3gAACAABtnEGYBSOZlQmJkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBQmZlRdJkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdJkPrXEJYJv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzibrXCZY0/5Czg==,1.000000, 2022-01-01T10:10:12Z, 202434, 0.009959
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-01-01T10:10:34Z, 224842, 0.009963
