TotalTime(ms),Throughout(kbp),data,time
13114,0.017081,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:31:11Z
35742,0.012535,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:31:33Z
58385,0.011510,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:31:56Z
81026,0.011058,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:32:18Z
126319,0.008866,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:33:04Z
171607,0.007832,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:33:49Z
194353,0.008068,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:34:12Z
216895,0.008262,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:34:34Z
239544,0.008416,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:34:57Z
262183,0.008544,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:35:20Z
284924,0.008648,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:35:42Z
307480,0.008742,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:36:05Z
330121,0.008821,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:36:28Z
352769,0.008890,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:36:50Z
375503,0.008948,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:37:13Z
398057,0.009004,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:37:36Z
420801,0.009049,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:37:58Z
443355,0.009094,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:38:21Z
466091,0.009131,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:38:44Z
488638,0.009168,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:39:06Z
511289,0.009200,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:39:29Z
533927,0.009230,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:39:51Z
556666,0.009255,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:40:14Z
579227,0.009281,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:40:37Z
601863,0.009304,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:40:59Z
624502,0.009326,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:41:22Z
647246,0.009344,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:41:45Z
669802,0.009364,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:42:07Z
692538,0.009380,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:42:30Z
715090,0.009397,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:42:53Z
737828,0.009411,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:43:15Z
760379,0.009427,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:43:38Z
783026,0.009440,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:44:00Z
805685,0.009453,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:44:23Z
851012,0.009213,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:45:08Z
873616,0.009231,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:45:31Z
896259,0.009247,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:45:54Z
941571,0.009040,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:46:39Z
986883,0.008852,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:47:24Z
1032201,0.008680,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:48:10Z
1054767,0.008707,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:48:32Z
1077413,0.008732,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:48:55Z
1122704,0.008579,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:49:40Z
1145351,0.008605,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:50:03Z
1167994,0.008630,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:50:25Z
1213285,0.008493,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:51:11Z
1258572,0.008365,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:51:56Z
1303866,0.008246,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:52:41Z
1326516,0.008274,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:53:04Z
1349251,0.008301,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:53:27Z
1371894,0.008327,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:53:49Z
1394446,0.008353,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:54:12Z
1417094,0.008378,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:54:35Z
1439738,0.008402,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:54:57Z
1462483,0.008424,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:55:20Z
1485022,0.008447,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:55:42Z
1507763,0.008468,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:56:05Z
1530320,0.008490,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:56:28Z
1553055,0.008510,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:56:51Z
1575611,0.008530,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:57:13Z
1598253,0.008549,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:57:36Z
1620902,0.008568,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:57:58Z
1666197,0.008470,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:58:44Z
1688839,0.008489,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:59:06Z
1711477,0.008507,AWcAAAJoAAMCAAAEAgAA,2022-01-04T12:59:29Z
1756791,0.008415,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:00:14Z
1802065,0.008328,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:01:00Z
1847352,0.008245,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:01:45Z
1870007,0.008265,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:02:07Z
1892645,0.008285,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:02:30Z
1915380,0.008303,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:02:53Z
1937936,0.008322,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:03:15Z
1960581,0.008340,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:03:38Z
1983229,0.008358,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:04:01Z
2028520,0.008282,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:04:46Z
2073811,0.008209,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:05:31Z
2119108,0.008139,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:06:17Z
2141745,0.008158,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:06:39Z
2164392,0.008176,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:07:02Z
2209680,0.008110,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:07:47Z
2232326,0.008128,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:08:10Z
2254971,0.008146,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:08:32Z
2300265,0.008083,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:09:18Z
2323002,0.008100,AWcAAAJoAAMCAAAEAgAA,2022-01-04T13:09:40Z
