TotalTime(ms),Throughout(kbp),data,time
18996,0.011792,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:52:16Z
41677,0.010749,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:52:39Z
64361,0.010441,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:53:02Z
87130,0.010284,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:53:25Z
132420,0.008458,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:54:10Z
223159,0.006023,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:55:41Z
245878,0.006377,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:56:03Z
268529,0.006673,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:56:26Z
313906,0.006422,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:57:11Z
359280,0.006235,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:57:57Z
404647,0.006089,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:58:42Z
427337,0.006290,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:59:05Z
450067,0.006470,AWcAAAJoAAMCAAAEAgAA,2021-12-31T13:59:28Z
518077,0.006053,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:00:36Z
540762,0.006213,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:00:58Z
586138,0.006115,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:01:44Z
608823,0.006255,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:02:06Z
631510,0.006385,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:02:29Z
676900,0.006287,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:03:14Z
722254,0.006203,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:04:00Z
767622,0.006128,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:04:45Z
790309,0.006236,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:05:08Z
858366,0.006002,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:06:16Z
881051,0.006102,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:06:39Z
903736,0.006196,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:07:01Z
949116,0.006136,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:07:47Z
994480,0.006082,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:08:32Z
1039858,0.006032,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:09:17Z
1062554,0.006114,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:09:40Z
1085231,0.006192,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:10:03Z
1153285,0.006021,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:11:11Z
1175972,0.006095,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:11:33Z
1221340,0.006052,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:12:19Z
1266757,0.006012,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:13:04Z
1312088,0.005975,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:13:50Z
1334792,0.006041,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:14:12Z
1357461,0.006106,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:14:35Z
1402849,0.006068,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:15:20Z
1425516,0.006128,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:15:43Z
1493577,0.005999,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:16:51Z
1538954,0.005968,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:17:36Z
1584324,0.005938,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:18:22Z
1629695,0.005910,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:19:07Z
1675070,0.005884,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:19:53Z
1697759,0.005937,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:20:15Z
1720448,0.005989,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:20:38Z
1811193,0.005813,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:22:09Z
1856560,0.005791,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:22:54Z
1879245,0.005841,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:23:17Z
1901938,0.005889,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:23:39Z
1947309,0.005867,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:24:25Z
1970007,0.005913,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:24:47Z
1992709,0.005958,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:25:10Z
2038051,0.005935,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:25:56Z
2128797,0.005787,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:27:26Z
2151489,0.005830,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:27:49Z
2174174,0.005873,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:28:12Z
2219549,0.005853,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:28:57Z
2264914,0.005835,AWcAAAJoAAMCAAAEAgAA,2021-12-31T14:29:42Z
