TotalTime(ms),Throughout(kbp),data,time
17161,0.013053,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:03:56Z
39852,0.011242,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:04:19Z
62543,0.010745,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:04:41Z
85222,0.010514,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:05:04Z
110093,0.010173,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:05:29Z
130591,0.010292,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:05:49Z
153408,0.010221,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:06:12Z
176959,0.010127,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:06:36Z
202994,0.009931,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:07:02Z
221339,0.010120,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:07:20Z
244024,0.010097,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:07:43Z
266708,0.010078,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:08:06Z
312080,0.009331,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:08:51Z
338710,0.009259,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:09:18Z
357457,0.009400,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:09:36Z
382078,0.009380,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:10:01Z
402859,0.009452,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:10:22Z
425797,0.009469,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:10:45Z
448196,0.009496,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:11:07Z
475055,0.009430,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:11:34Z
495751,0.009489,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:11:55Z
516264,0.009546,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:12:15Z
538947,0.009559,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:12:38Z
565865,0.009500,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:13:05Z
584323,0.009584,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:13:23Z
607008,0.009595,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:13:46Z
629696,0.009605,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:14:09Z
653501,0.009598,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:14:32Z
675064,0.009623,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:14:54Z
698862,0.009616,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:15:18Z
720468,0.009638,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:15:39Z
744229,0.009631,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:16:03Z
765814,0.009652,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:16:25Z
788500,0.009659,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:16:47Z
813295,0.009640,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:17:12Z
834128,0.009668,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:17:33Z
856562,0.009676,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:17:55Z
879249,0.009681,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:18:18Z
901938,0.009686,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:18:41Z
926781,0.009668,AWcAAAJoAAMCAAAEAgAA,2022-01-01T17:19:06Z
