TotalTime(ms),Throughout(kbp),data,time
14438,0.015515,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:44:21Z
37066,0.012087,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:44:44Z
59717,0.011253,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:45:06Z
82355,0.010880,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:45:29Z
105094,0.010657,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:45:52Z
127641,0.010530,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:46:14Z
218220,0.007185,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:47:45Z
240859,0.007440,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:48:07Z
308798,0.006529,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:49:15Z
331537,0.006756,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:49:38Z
354088,0.006959,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:50:01Z
399375,0.006731,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:50:46Z
422112,0.006899,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:51:09Z
444660,0.007053,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:51:31Z
467458,0.007188,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:51:54Z
490054,0.007313,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:52:17Z
512688,0.007428,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:52:39Z
535240,0.007533,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:53:02Z
557982,0.007627,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:53:25Z
580531,0.007717,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:53:47Z
603181,0.007799,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:54:10Z
625822,0.007874,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:54:32Z
648551,0.007944,AWcAAAJoAAMCAAAEAgAA,2022-01-04T09:54:55Z
