Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-01-01T17:03:57Z, 19731, 0.011353
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-01-01T17:04:20Z, 42425, 0.010560
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-01-01T17:04:42Z, 65117, 0.010320
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-01-01T17:05:05Z, 87794, 0.010206
QBXq3gAABAABsgROlhZJHbOamkhtWWsTsuPXdA==,QBXq3gAABAABsgROlhaaHbMimkhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMimkhtWWsTmuPXdA==,QBXq3gAABAABsgROlhZJHbMipJptWZoTsuPXdA==,1.000000, 2022-01-01T17:05:30Z, 112669, 0.009941
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2022-01-01T17:05:50Z, 133164, 0.010093
QBXq3gAABgABVMNJJTl9QPo+Pr4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTk+QPqKPr4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKPr4GeSSSPvr7Wg==,QBXq3gAABgABVMNJJTl9QPqKbz4GeT6SBfr7Wg==,1.000000, 2022-01-01T17:06:13Z, 155984, 0.010052
QBXq3gAABwAB5OQ9879HguyKivHg9KkBAKGMUg==,QBXq3gAABwAB5OQ987+KguzmivHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879HguzmivHg9KkBiqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2Irg9IoBAKGMUg==,1.000000, 2022-01-01T17:06:37Z, 179535, 0.009981
QBXq3gAACAABtnEGYBSOZlSQkEPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSQZlRdkEPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdkEPrXEJYkP5Czg==,QBXq3gAACAABtnEGYBSOZlRdzpDrXJBY0/5Czg==,1.000000, 2022-01-01T17:07:03Z, 205570, 0.009807
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-01-01T17:07:21Z, 223912, 0.010004
