TotalTime(ms),Throughout(kbp),data,time
23829,0.009400,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:38:06Z
46523,0.009630,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:38:29Z
69197,0.009711,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:38:51Z
91971,0.009742,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:39:14Z
137312,0.008157,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:40:00Z
228001,0.005895,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:41:30Z
250682,0.006255,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:41:53Z
364127,0.004921,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:43:46Z
409491,0.004923,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:44:32Z
454858,0.004925,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:45:17Z
545617,0.004516,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:46:48Z
590970,0.004548,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:47:33Z
636348,0.004576,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:48:19Z
659074,0.004758,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:48:41Z
681735,0.004929,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:49:04Z
727097,0.004929,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:49:49Z
795157,0.004789,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:50:57Z
863254,0.004671,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:52:05Z
885898,0.004804,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:52:28Z
953992,0.004696,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:53:36Z
999333,0.004707,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:54:22Z
1044719,0.004717,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:55:07Z
1067389,0.004827,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:55:30Z
1090068,0.004932,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:55:52Z
1158152,0.004835,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:57:00Z
1180838,0.004932,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:57:23Z
1226193,0.004932,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:58:08Z
1317021,0.004762,AWcAAAJoAAMCAAAEAgAA,2021-12-30T16:59:39Z
1339622,0.004849,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:00:02Z
1362310,0.004933,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:00:25Z
1407708,0.004933,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:01:10Z
1430361,0.005011,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:01:33Z
1543804,0.004788,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:03:26Z
1589193,0.004792,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:04:11Z
1634544,0.004796,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:04:57Z
1679912,0.004800,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:05:42Z
1702603,0.004868,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:06:05Z
1725282,0.004934,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:06:28Z
1816029,0.004810,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:07:58Z
1861460,0.004813,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:08:44Z
1884108,0.004874,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:09:06Z
1906908,0.004934,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:09:29Z
1952196,0.004934,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:10:14Z
1974846,0.004991,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:10:37Z
1997523,0.005046,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:11:00Z
2042904,0.005044,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:11:45Z
2133646,0.004934,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:13:16Z
2156373,0.004986,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:13:39Z
2179009,0.005037,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:14:01Z
2224398,0.005035,AWcAAAJoAAMCAAAEAgAA,2021-12-30T17:14:47Z
