TotalTime(ms),Throughout(kbp),data,time
13759,0.016281,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:38:42Z
36393,0.012310,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:39:05Z
59035,0.011383,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:39:27Z
81690,0.010968,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:39:50Z
126972,0.008821,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:40:35Z
149711,0.008977,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:40:58Z
172355,0.009098,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:41:21Z
195003,0.009190,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:41:43Z
217559,0.009266,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:42:06Z
240199,0.009326,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:42:28Z
285576,0.008628,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:43:14Z
308129,0.008724,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:43:36Z
353420,0.008240,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:44:22Z
376155,0.008337,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:44:44Z
398707,0.008427,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:45:07Z
443995,0.008072,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:45:52Z
489379,0.007781,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:46:38Z
512027,0.007875,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:47:00Z
534580,0.007961,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:47:23Z
557313,0.008039,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:47:46Z
579864,0.008112,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:48:08Z
602509,0.008179,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:48:31Z
625151,0.008241,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:48:53Z
647895,0.008298,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:49:16Z
670448,0.008353,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:49:39Z
715760,0.008137,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:50:24Z
738469,0.008190,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:50:47Z
783671,0.008003,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:51:32Z
851594,0.007628,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:52:40Z
874249,0.007687,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:53:02Z
896892,0.007742,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:53:25Z
942177,0.007608,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:54:10Z
987478,0.007486,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:54:56Z
1032757,0.007374,AWcAAAJoAAMCAAAEAgAA,2022-01-04T10:55:41Z
