TotalTime(ms),Throughout(kbp),data,time
22740,0.009851,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:28:06Z
45431,0.009861,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:28:29Z
68105,0.009867,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:28:51Z
92391,0.009698,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:29:15Z
113498,0.009868,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:29:37Z
136161,0.009871,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:29:59Z
181736,0.008628,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:30:45Z
204359,0.008769,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:31:07Z
226911,0.008885,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:31:30Z
249591,0.008975,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:31:53Z
272309,0.009049,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:32:15Z
295002,0.009112,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:32:38Z
317643,0.009168,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:33:01Z
340335,0.009214,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:33:23Z
363024,0.009256,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:33:46Z
408395,0.008776,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:34:31Z
431081,0.008834,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:34:54Z
453764,0.008886,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:35:17Z
499135,0.008527,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:36:02Z
521972,0.008583,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:36:25Z
544512,0.008639,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:36:48Z
589883,0.008354,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:37:33Z
612584,0.008410,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:37:56Z
635252,0.008463,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:38:18Z
680626,0.008228,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:39:04Z
703356,0.008280,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:39:26Z
726008,0.008331,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:39:49Z
771374,0.008131,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:40:34Z
794074,0.008181,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:40:57Z
816748,0.008228,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:41:20Z
839446,0.008272,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:41:43Z
862113,0.008314,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:42:05Z
884800,0.008354,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:42:28Z
907497,0.008392,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:42:51Z
930179,0.008428,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:43:13Z
952857,0.008463,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:43:36Z
975578,0.008495,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:43:59Z
998242,0.008527,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:44:21Z
1020926,0.008557,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:44:44Z
1043601,0.008586,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:45:07Z
1066288,0.008613,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:45:29Z
1088987,0.008639,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:45:52Z
1111661,0.008665,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:46:15Z
1134355,0.008689,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:46:37Z
1157126,0.008711,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:47:00Z
1179721,0.008734,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:47:23Z
1202420,0.008756,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:47:45Z
1225099,0.008776,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:48:08Z
1247914,0.008795,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:48:31Z
1270470,0.008816,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:48:54Z
1315838,0.008682,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:49:39Z
1338913,0.008700,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:50:02Z
1361209,0.008722,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:50:24Z
1406597,0.008599,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:51:10Z
1429277,0.008620,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:51:32Z
1451957,0.008639,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:51:55Z
1474706,0.008658,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:52:18Z
1497324,0.008677,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:52:40Z
1520041,0.008695,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:53:03Z
1542753,0.008712,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:53:26Z
1588067,0.008604,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:54:11Z
1610757,0.008622,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:54:34Z
1633448,0.008639,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:54:57Z
1678822,0.008539,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:55:42Z
1701511,0.008557,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:56:05Z
1724219,0.008574,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:56:27Z
1746894,0.008591,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:56:50Z
1773110,0.008591,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:57:16Z
1792265,0.008624,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:57:35Z
1815013,0.008639,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:57:58Z
1860308,0.008549,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:58:43Z
1883003,0.008565,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:59:06Z
1905677,0.008581,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:59:29Z
1928379,0.008596,AWcAAAJoAAMCAAAEAgAA,2021-12-31T10:59:51Z
1951060,0.008611,AWcAAAJoAAMCAAAEAgAA,2021-12-31T11:00:14Z
