Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-06T18:22:44Z, 15053, 0.014881
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-06T18:23:07Z, 37713, 0.011879
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-06T18:23:30Z, 60366, 0.011132
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-06T18:23:52Z, 83020, 0.010793
QBXq3gAABAABsgROlhZJHbMMDEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhYMHbMiDEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTDOPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWQwTsuPXdA==,0.800000, 2022-04-06T18:24:15Z, 105894, 0.008461
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2022-04-06T18:24:38Z, 128327, 0.008728
QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,0.857143, 2022-04-06T18:25:00Z, 150978, 0.008902
QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,0.875000, 2022-04-06T18:25:23Z, 173627, 0.009031
QBXq3gAACAABtnEGYBSOZlQMDEPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBQCZlRdAkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYDP5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXAxY0/5Czg==,0.888889, 2022-04-06T18:25:46Z, 196504, 0.009119
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-04-06T18:26:08Z, 218935, 0.009208
