TotalTime(ms),Throughout(kbp),data,time
15553,0.014403,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:43:04Z
36054,0.012426,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:43:24Z
58743,0.011440,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:43:47Z
81423,0.011004,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:44:10Z
126800,0.008833,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:44:55Z
187165,0.007181,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:45:55Z
209854,0.007472,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:46:18Z
217536,0.008238,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:46:26Z
240220,0.008392,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:46:48Z
262912,0.008520,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:47:11Z
308279,0.007993,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:47:56Z
345971,0.007769,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:48:34Z
353654,0.008234,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:48:42Z
399031,0.007859,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:49:27Z
444408,0.007561,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:50:13Z
512461,0.006994,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:51:21Z
535141,0.007116,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:51:43Z
572827,0.007039,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:52:21Z
580516,0.007331,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:52:29Z
603196,0.007427,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:52:51Z
625900,0.007516,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:53:14Z
671285,0.007341,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:53:59Z
702149,0.007337,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:54:30Z
716636,0.007502,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:54:45Z
739334,0.007574,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:55:07Z
762018,0.007643,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:55:30Z
784690,0.007708,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:55:53Z
832026,0.007538,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:56:40Z
852812,0.007617,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:57:01Z
875443,0.007676,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:57:24Z
898130,0.007732,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:57:46Z
943499,0.007597,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:58:32Z
988873,0.007475,AWcAAAJoAAMCAAAEAgAA,2022-01-02T12:59:17Z
1034250,0.007364,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:00:02Z
1056934,0.007418,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:00:25Z
1079628,0.007469,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:00:48Z
1104410,0.007504,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:01:13Z
1147678,0.007417,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:01:56Z
1170365,0.007464,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:02:18Z
1208048,0.007417,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:02:56Z
1215737,0.007554,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:03:04Z
1261108,0.007460,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:03:49Z
1290363,0.007465,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:04:18Z
1306494,0.007544,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:04:35Z
1329169,0.007584,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:04:57Z
1351858,0.007622,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:05:20Z
1397230,0.007535,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:06:05Z
1419914,0.007572,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:06:28Z
1465335,0.007490,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:07:13Z
1488059,0.007527,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:07:36Z
1512722,0.007552,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:08:01Z
1533352,0.007596,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:08:21Z
1578721,0.007520,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:09:07Z
1601420,0.007553,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:09:30Z
1624094,0.007586,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:09:52Z
1661781,0.007549,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:10:30Z
1669470,0.007648,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:10:38Z
1692195,0.007678,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:11:00Z
1714842,0.007707,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:11:23Z
1752528,0.007669,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:12:01Z
1797902,0.007600,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:12:46Z
1805586,0.007692,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:12:54Z
1830390,0.007710,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:13:19Z
1850961,0.007745,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:13:39Z
1873648,0.007771,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:14:02Z
1896335,0.007796,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:14:24Z
1941707,0.007729,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:15:10Z
1964421,0.007754,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:15:33Z
1987081,0.007778,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:15:55Z
2032455,0.007715,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:16:41Z
2057224,0.007731,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:17:05Z
2081999,0.007746,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:17:30Z
2123208,0.007702,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:18:11Z
2145890,0.007725,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:18:34Z
2168574,0.007747,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:18:57Z
2191289,0.007769,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:19:19Z
2213956,0.007791,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:19:42Z
2245056,0.007782,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:20:13Z
2259325,0.007832,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:20:27Z
2304701,0.007775,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:21:13Z
2328400,0.007792,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:21:37Z
2350091,0.007816,AWcAAAJoAAMCAAAEAgAA,2022-01-02T13:21:58Z
