TotalTime(ms),Throughout(kbp),data,time
14571,0.015373,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:17:23Z
37252,0.012027,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:17:46Z
60024,0.011196,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:18:08Z
82627,0.010844,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:18:31Z
127995,0.008750,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:19:16Z
218741,0.006144,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:20:47Z
241429,0.006495,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:21:10Z
279115,0.006420,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:21:48Z
354857,0.005681,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:23:03Z
392551,0.005706,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:23:41Z
400234,0.006156,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:23:49Z
445605,0.006032,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:24:34Z
495033,0.005882,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:25:23Z
536352,0.005847,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:26:05Z
581724,0.005776,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:26:50Z
619410,0.005786,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:27:28Z
627169,0.006072,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:27:36Z
672474,0.005996,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:28:21Z
717841,0.005929,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:29:06Z
785901,0.005700,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:30:14Z
853958,0.005508,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:31:22Z
876648,0.005621,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:31:45Z
937025,0.005498,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:32:45Z
944714,0.005691,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:32:53Z
990080,0.005656,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:33:38Z
1026188,0.005675,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:34:15Z
1035455,0.005841,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:34:24Z
1058142,0.005927,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:34:47Z
1080831,0.006010,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:35:09Z
1148889,0.005849,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:36:17Z
1171579,0.005927,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:36:40Z
1216953,0.005890,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:37:25Z
1307702,0.005653,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:38:56Z
1353070,0.005629,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:39:41Z
1390757,0.005637,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:40:19Z
1398444,0.005766,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:40:27Z
1421129,0.005832,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:40:50Z
1534561,0.005547,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:42:43Z
1579940,0.005529,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:43:28Z
1625316,0.005513,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:44:14Z
1670684,0.005497,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:44:59Z
1693373,0.005556,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:45:22Z
1716059,0.005613,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:45:44Z
1806804,0.005455,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:47:15Z
1844502,0.005465,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:47:53Z
1852184,0.005563,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:48:01Z
1874888,0.005615,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:48:23Z
1897552,0.005666,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:48:46Z
1942928,0.005649,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:49:31Z
1965621,0.005698,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:49:54Z
1988298,0.005746,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:50:17Z
2033688,0.005728,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:51:02Z
2116735,0.005609,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:52:25Z
2124435,0.005694,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:52:33Z
2147110,0.005738,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:52:56Z
2169795,0.005781,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:53:18Z
2215180,0.005764,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:54:04Z
2305923,0.005634,AWcAAAJoAAMCAAAEAgAA,2022-01-02T14:55:34Z
