Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-01-02T10:21:00Z, 16877, 0.013273
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-01-02T10:21:23Z, 39561, 0.011324
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-01-02T10:21:46Z, 62250, 0.010795
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-01-02T10:22:08Z, 84932, 0.010550
QBXq3gAABAABsgROlhZJHbPs7EhtWWsTsuPXdA==,QBXq3gAABAABsgROlhbsHbMipEjsWWsTsuPXdA==,QBXq3gAABAABsgRO7BZJHbMi7EhtWWsT7OPXdA==,QBXq3gAABAABsgROlhZJHbMi7OxtWewTsuPXdA==,0.800000, 2022-01-02T10:22:46Z, 122628, 0.007307
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2022-01-02T10:22:54Z, 130314, 0.008595
QBXq3gAABgABVMNJJTl9QPpiYr4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTliQPqKb75ieSSSBfr7Wg==,QBXq3gAABgABVMNJYjl9QPqKYr4GeSSSYvr7Wg==,QBXq3gAABgABVMNJJTl9QPqKYmIGeWKSBfr7Wg==,0.714286, 2022-01-02T10:23:31Z, 167997, 0.006667
QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBAKGMUg==,0.750000, 2022-01-02T10:23:39Z, 175679, 0.007650
QBXq3gAACAABtnEGYBSOZlTr60PrXEJY0/5Czg==,QBXq3gAACAABtnEGYBTrZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEG6xSOZlRd60PrXEJY6/5Czg==,QBXq3gAACAABtnEGYBSOZlRd6+vrXOtY0/5Czg==,0.666667, 2022-01-02T10:24:17Z, 213377, 0.006299
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.700000, 2022-01-02T10:24:25Z, 221049, 0.007093
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.727273, 2022-01-02T10:24:47Z, 243735, 0.007352
QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,0.750000, 2022-01-02T10:25:10Z, 266424, 0.007567
QBXq3gAADAABPKsQO4Q7vVmQkGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4SQvVkXTGaQU8OQcmtdZA==,QBXq3gAADAABPKsQkIQ7vVkXkGZFU8OQkGtdZA==,QBXq3gAADAABPKsQO4Q7vVkXkJBFU5CQcmtdZA==,0.692308, 2022-01-02T10:25:48Z, 304110, 0.006629
QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,0.714286, 2022-01-02T10:25:55Z, 311797, 0.007184
QBXq3gAADgABme9SPmYig5MJLaJEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC385ivmH7g==,0.733333, 2022-01-02T10:26:18Z, 334481, 0.007367
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.750000, 2022-01-02T10:26:41Z, 357185, 0.007526
QBXq3gAAEAABlNIBRlELWCLa2tGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlHaWCKOodHaRVqZcw1G7g==,QBXq3gAAEAABlNIB2lELWCKO2tGbRVqZ2g1G7g==,QBXq3gAAEAABlNIBRlELWCKO2tqbRdqZcw1G7g==,0.705882, 2022-01-02T10:27:18Z, 394867, 0.006807
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.722222, 2022-01-02T10:27:26Z, 402540, 0.007234
QBXq3gAAEgABj88jQzaTdZG8vO7dnHBra/lFmg==,QBXq3gAAEgABj88jQza8dZGE1u68nHBra/lFmg==,QBXq3gAAEgABj88jvDaTdZGEvO7dnHBrvPlFmg==,QBXq3gAAEgABj88jQzaTdZGEvLzdnLxra/lFmg==,0.684211, 2022-01-02T10:28:04Z, 440232, 0.006615
QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,0.700000, 2022-01-02T10:28:11Z, 447914, 0.007001
QBXq3gAAFAABW8ygIUNCROkbG5XUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUMbROnsq5UbFsTkbTJxwQ==,QBXq3gAAFAABW8ygG0NCROnsG5XUFsTkGzJxwQ==,QBXq3gAAFAABW8ygIUNCROnsGxvUFhvkbTJxwQ==,0.666667, 2022-01-02T10:28:49Z, 485602, 0.006458
QBXq3gAAFQAB7v3thZFtPjfnmGijZJxpHq4WmA==,QBXq3gAAFQAB7v3thZFtPjfnmGijZJxpHq4WmA==,QBXq3gAAFQAB7v3thZFtPjfnmGijZJxpHq4WmA==,QBXq3gAAFQAB7v3thZFtPjfnmGijZJxpHq4WmA==,0.681818, 2022-01-02T10:28:57Z, 493288, 0.006811
QBXq3gAAFgABPf91rNkW5sguDIK9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9ooamoBEFXQ==,0.695652, 2022-01-02T10:29:19Z, 515975, 0.006946
QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,0.708333, 2022-01-02T10:29:46Z, 542336, 0.007021
QBXq3gAAGAAB0m9KjfscKZsoKFiKaAclYVKt8w==,QBXq3gAAGAAB0m9KjfsoKZvmJ1goaAclYVKt8w==,QBXq3gAAGAAB0m9KKPscKZvmKFiKaAclKFKt8w==,QBXq3gAAGAAB0m9KjfscKZvmKCiKaCglYVKt8w==,0.680000, 2022-01-02T10:30:20Z, 576347, 0.006607
QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,QBXq3gAAGQABJHFkMPFvoEqklncxbjmIEeAmzQ==,0.692308, 2022-01-02T10:30:27Z, 584029, 0.006904
QBXq3gAAGgABCHVadsZTcYG9PkPAwDsGmCTZRw==,QBXq3gAAGgABCHVadsZTcYG9PkPAwDsGmCTZRw==,QBXq3gAAGgABCHVadsZTcYG9PkPAwDsGmCTZRw==,QBXq3gAAGgABCHVadsZTcYG9PkPAwDsGmCTZRw==,0.703704, 2022-01-02T10:30:50Z, 606715, 0.007015
QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,QBXq3gAAGwABi0jwHXoiY/DiZrh82DwWJO3B0g==,0.714286, 2022-01-02T10:31:13Z, 629405, 0.007118
QBXq3gAAHAAB1OuDfwx4n3lBQUboDXUAuzvbGQ==,QBXq3gAAHAAB1OuDfwxBn3m3hkZBDXUAuzvbGQ==,QBXq3gAAHAAB1OuDQQx4n3m3QUboDXUAQTvbGQ==,QBXq3gAAHAAB1OuDfwx4n3m3QUHoDUEAuzvbGQ==,0.689655, 2022-01-02T10:31:51Z, 667086, 0.006716
QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,QBXq3gAAHQAB9SaOV8lPLLwKHTFtdvMGthi4Mg==,0.700000, 2022-01-02T10:31:58Z, 674773, 0.006971
QBXq3gAAHgABwR7mAGpUxF1ZWYNYBwTedYNF4Q==,QBXq3gAAHgABwR7mAGpZxF3p6INZBwTedYNF4Q==,QBXq3gAAHgABwR7mWWpUxF3pWYNYBwTeWYNF4Q==,QBXq3gAAHgABwR7mAGpUxF3pWVlYB1nedYNF4Q==,0.677419, 2022-01-02T10:32:36Z, 712464, 0.006602
QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,QBXq3gAAHwABzwC4XBLTq7yinVzIzmWIhm5NFA==,0.687500, 2022-01-02T10:32:44Z, 720148, 0.006843
QBXq3gAAIAABvB0V4fm87G9RUZTKzbZv1v0sag==,QBXq3gAAIAABvB0V4flR7G/yfZRRzbZv1v0sag==,QBXq3gAAIAABvB0VUfm87G/yUZTKzbZvUf0sag==,QBXq3gAAIAABvB0V4fm87G/yUVHKzVFv1v0sag==,0.666667, 2022-01-02T10:33:21Z, 757835, 0.006503
QBXq3gAAIQABbhsX+9OS2blYnbO8CfaFvfbGag==,QBXq3gAAIQABbhsX+9OS2blYnbO8CfaFvfbGag==,QBXq3gAAIQABbhsX+9OS2blYnbO8CfaFvfbGag==,QBXq3gAAIQABbhsX+9OS2blYnbO8CfaFvfbGag==,0.676471, 2022-01-02T10:33:29Z, 765525, 0.006730
QBXq3gAAIgABx5GZLvO6APb1E98JPqtv5ceekQ==,QBXq3gAAIgABx5GZLvO6APb1E98JPqtv5ceekQ==,QBXq3gAAIgABx5GZLvO6APb1E98JPqtv5ceekQ==,QBXq3gAAIgABx5GZLvO6APb1E98JPqtv5ceekQ==,0.685714, 2022-01-02T10:33:52Z, 788206, 0.006821
QBXq3gAAIwABLpOVrpJOweZHJ3sVFvh4x6pqiQ==,QBXq3gAAIwABLpOVrpJOweZHJ3sVFvh4x6pqiQ==,QBXq3gAAIwABLpOVrpJOweZHJ3sVFvh4x6pqiQ==,QBXq3gAAIwABLpOVrpJOweZHJ3sVFvh4x6pqiQ==,0.694444, 2022-01-02T10:34:18Z, 814345, 0.006877
QBXq3gAAJAABSf3J7XlmbsygoCGRLwCq+5vZnw==,QBXq3gAAJAABSf3J7XmgbsxPdyGgLwCq+5vZnw==,QBXq3gAAJAABSf3JoHlmbsxPoCGRLwCqoJvZnw==,QBXq3gAAJAABSf3J7XlmbsxPoKCRL6Cq+5vZnw==,0.675676, 2022-01-02T10:34:52Z, 848582, 0.006599
QBXq3gAAJQABEwfD7GBqj957tCjb54Pt+LPVqg==,QBXq3gAAJQABEwfD7GBqj957tCjb54Pt+LPVqg==,QBXq3gAAJQABEwfD7GBqj957tCjb54Pt+LPVqg==,QBXq3gAAJQABEwfD7GBqj957tCjb54Pt+LPVqg==,0.684211, 2022-01-02T10:35:00Z, 856266, 0.006802
QBXq3gAAJgABKzFGsth3ogmnBAJ/ODOQoTnbSA==,QBXq3gAAJgABKzFGsth3ogmnBAJ/ODOQoTnbSA==,QBXq3gAAJgABKzFGsth3ogmnBAJ/ODOQoTnbSA==,QBXq3gAAJgABKzFGsth3ogmnBAJ/ODOQoTnbSA==,0.692308, 2022-01-02T10:35:22Z, 878954, 0.006881
QBXq3gAAJwABFVGGQAXS2z61dRlDj1khRMRl6w==,QBXq3gAAJwABFVGGQAXS2z61dRlDj1khRMRl6w==,QBXq3gAAJwABFVGGQAXS2z61dRlDj1khRMRl6w==,QBXq3gAAJwABFVGGQAXS2z61dRlDj1khRMRl6w==,0.700000, 2022-01-02T10:35:45Z, 901639, 0.006956
QBXq3gAAKAABSS4eTr0LI4zj42k3f+2pyk9UCA==,QBXq3gAAKAABSS4eTr3jI4wIo2njf+2pyk9UCA==,QBXq3gAAKAABSS4e470LI4wI42k3f+2p409UCA==,QBXq3gAAKAABSS4eTr0LI4wI4+M3f+Opyk9UCA==,0.682927, 2022-01-02T10:36:23Z, 939325, 0.006677
QBXq3gAAKQABxE0jRMZ73Gnuy0PkY+xmJZEc6g==,QBXq3gAAKQABxE0jRMZ73Gnuy0PkY+xmJZEc6g==,QBXq3gAAKQABxE0jRMZ73Gnuy0PkY+xmJZEc6g==,QBXq3gAAKQABxE0jRMZ73Gnuy0PkY+xmJZEc6g==,0.690476, 2022-01-02T10:36:30Z, 947021, 0.006859
QBXq3gAAKgABDXnOEVf9cC+bm3h2/2a1UASi/Q==,QBXq3gAAKgABDXnOEVebcC+qXnib/2a1UASi/Q==,QBXq3gAAKgABDXnOm1f9cC+qm3h2/2a1mwSi/Q==,QBXq3gAAKgABDXnOEVf9cC+qm5t2/5u1UASi/Q==,0.674419, 2022-01-02T10:37:08Z, 984697, 0.006597
QBXq3gAAKwABcpwrFok6FUfotE1IsvUxddMwbA==,QBXq3gAAKwABcpwrFok6FUfotE1IsvUxddMwbA==,QBXq3gAAKwABcpwrFok6FUfotE1IsvUxddMwbA==,QBXq3gAAKwABcpwrFok6FUfotE1IsvUxddMwbA==,0.681818, 2022-01-02T10:37:16Z, 992384, 0.006772
QBXq3gAALAABq2KqKOyVBWTZ2cNHTVK1xLmp+Q==,QBXq3gAALAABq2KqKOzZBWQ0ssPZTVK1xLmp+Q==,QBXq3gAALAABq2Kq2eyVBWQ02cNHTVK12bmp+Q==,QBXq3gAALAABq2KqKOyVBWQ02dlHTdm1xLmp+Q==,0.666667, 2022-01-02T10:37:54Z, 1030073, 0.006524
QBXq3gAALQABEOD5TbK2ym8geweIhK4wlM4YVA==,QBXq3gAALQABEOD5TbK2ym8geweIhK4wlM4YVA==,QBXq3gAALQABEOD5TbK2ym8geweIhK4wlM4YVA==,QBXq3gAALQABEOD5TbK2ym8geweIhK4wlM4YVA==,0.673913, 2022-01-02T10:38:01Z, 1037798, 0.006691
QBXq3gAALgABezGozWdAYIYviwjX7yw0qNCZ2Q==,QBXq3gAALgABezGozWdAYIYviwjX7yw0qNCZ2Q==,QBXq3gAALgABezGozWdAYIYviwjX7yw0qNCZ2Q==,QBXq3gAALgABezGozWdAYIYviwjX7yw0qNCZ2Q==,0.680851, 2022-01-02T10:38:24Z, 1060447, 0.006759
QBXq3gAALwABwXy/RoVv8huFn5+It+uXrL5pow==,QBXq3gAALwABwXy/RoVv8huFn5+It+uXrL5pow==,QBXq3gAALwABwXy/RoVv8huFn5+It+uXrL5pow==,QBXq3gAALwABwXy/RoVv8huFn5+It+uXrL5pow==,0.687500, 2022-01-02T10:38:47Z, 1083126, 0.006825
QBXq3gAAMAABteoR4mOfSSxDQ8iHwgWkMoJXWA==,QBXq3gAAMAABteoR4mNDSSwziMhDwgWkMoJXWA==,QBXq3gAAMAABteoRQ2OfSSwzQ8iHwgWkQ4JXWA==,QBXq3gAAMAABteoR4mOfSSwzQ0OHwkOkMoJXWA==,0.673469, 2022-01-02T10:39:24Z, 1120829, 0.006595
QBXq3gAAMQABUB8zHXjvmHk6f2w6ZF4n1DTvKQ==,QBXq3gAAMQABUB8zHXjvmHk6f2w6ZF4n1DTvKQ==,QBXq3gAAMQABUB8zHXjvmHk6f2w6ZF4n1DTvKQ==,QBXq3gAAMQABUB8zHXjvmHk6f2w6ZF4n1DTvKQ==,0.680000, 2022-01-02T10:39:32Z, 1128507, 0.006749
QBXq3gAAMgABNdE5hH/uNZRFLq5Qsdx16pVDOg==,QBXq3gAAMgABNdE5hH/uNZRFLq5Qsdx16pVDOg==,QBXq3gAAMgABNdE5hH/uNZRFLq5Qsdx16pVDOg==,QBXq3gAAMgABNdE5hH/uNZRFLq5Qsdx16pVDOg==,0.686275, 2022-01-02T10:39:55Z, 1151186, 0.006810
QBXq3gAAMwABiYGD/rg1IQBTMc3wsfOL1mXiNA==,QBXq3gAAMwABiYGD/rg1IQBTMc3wsfOL1mXiNA==,QBXq3gAAMwABiYGD/rg1IQBTMc3wsfOL1mXiNA==,QBXq3gAAMwABiYGD/rg1IQBTMc3wsfOL1mXiNA==,0.692308, 2022-01-02T10:40:17Z, 1173877, 0.006870
QBXq3gAANAABr0WED9NHCTfc3DBsSnR6Iwnvrg==,QBXq3gAANAABr0WED9PcCTdHxDDcSnR6Iwnvrg==,QBXq3gAANAABr0WE3NNHCTdH3DBsSnR63Anvrg==,QBXq3gAANAABr0WED9NHCTdH3NxsStx6Iwnvrg==,0.679245, 2022-01-02T10:40:55Z, 1211629, 0.006656
QBXq3gAANQAB+l1E96kYoul6D0DtUegVMGLRDw==,QBXq3gAANQAB+l1E96kYoul6D0DtUegVMGLRDw==,QBXq3gAANQAB+l1E96kYoul6D0DtUegVMGLRDw==,QBXq3gAANQAB+l1E96kYoul6D0DtUegVMGLRDw==,0.685185, 2022-01-02T10:41:03Z, 1219256, 0.006798
QBXq3gAANgABjKV4KFS0+Nj4+ImrTuwD0Riy7Q==,QBXq3gAANgABjKV4KFT4+NjGJYn4TuwD0Riy7Q==,QBXq3gAANgABjKV4+FS0+NjG+ImrTuwD+Biy7Q==,QBXq3gAANgABjKV4KFS0+NjG+PirTvgD0Riy7Q==,0.672727, 2022-01-02T10:41:40Z, 1256947, 0.006594
QBXq3gAANwABr2SI8I3lD5qRHMe/E9ElM1sNMQ==,QBXq3gAANwABr2SI8I3lD5qRHMe/E9ElM1sNMQ==,QBXq3gAANwABr2SI8I3lD5qRHMe/E9ElM1sNMQ==,QBXq3gAANwABr2SI8I3lD5qRHMe/E9ElM1sNMQ==,0.678571, 2022-01-02T10:41:48Z, 1264619, 0.006731
QBXq3gAAOAABAEbJcrsPbI1aWmi/8422630vWg==,QBXq3gAAOAABAEbJcrtabI3bamha8422630vWg==,QBXq3gAAOAABAEbJWrsPbI3bWmi/8422Wn0vWg==,QBXq3gAAOAABAEbJcrsPbI3bWlq/81q2630vWg==,0.666667, 2022-01-02T10:42:26Z, 1302314, 0.006536
QBXq3gAAOQABxQ3+xzgPmwB0+g1Cmkw/epIUlA==,QBXq3gAAOQABxQ3+xzgPmwB0+g1Cmkw/epIUlA==,QBXq3gAAOQABxQ3+xzgPmwB0+g1Cmkw/epIUlA==,QBXq3gAAOQABxQ3+xzgPmwB0+g1Cmkw/epIUlA==,0.672414, 2022-01-02T10:42:33Z, 1309996, 0.006669
QBXq3gAAOgAB1HUBYACGbq3FwrphI5emdQ6R+w==,QBXq3gAAOgAB1HUBYACGbq3FwrphI5emdQ6R+w==,QBXq3gAAOgAB1HUBYACGbq3FwrphI5emdQ6R+w==,QBXq3gAAOgAB1HUBYACGbq3FwrphI5emdQ6R+w==,0.677966, 2022-01-02T10:42:56Z, 1332678, 0.006723
QBXq3gAAOwABIBuB0NYbcSyYM1t224zq3VOM9A==,QBXq3gAAOwABIBuB0NYbcSyYM1t224zq3VOM9A==,QBXq3gAAOwABIBuB0NYbcSyYM1t224zq3VOM9A==,QBXq3gAAOwABIBuB0NYbcSyYM1t224zq3VOM9A==,0.683333, 2022-01-02T10:43:19Z, 1355366, 0.006776
QBXq3gAAPAABa/AJcKjNWYCBgRoUDiAJvhdYKA==,QBXq3gAAPAABa/AJcKiBWYAKbRqBDiAJvhdYKA==,QBXq3gAAPAABa/AJfqjNWYAKfhoUDiAJfhdYKA==,QBXq3gAAPAABa/AJcKjNWYAKgYEUDoEJvhdYKA==,0.672131, 2022-01-02T10:43:57Z, 1393060, 0.006593
QBXq3gAAPQABXy9OVwQqn4rOMK2OOd1An1d+0w==,QBXq3gAAPQABXy9OVwQqn4rOMK2OOd1An1d+0w==,QBXq3gAAPQABXy9OVwQqn4rOMK2OOd1An1d+0w==,QBXq3gAAPQABXy9OVwQqn4rOMK2OOd1An1d+0w==,0.677419, 2022-01-02T10:44:04Z, 1400736, 0.006716
QBXq3gAAPgAB9Rk7r6uEV6+/FnOFLNsup323dw==,QBXq3gAAPgAB9Rk7r6uEV6+/FnOFLNsup323dw==,QBXq3gAAPgAB9Rk7r6uEV6+/FnOFLNsup323dw==,QBXq3gAAPgAB9Rk7r6uEV6+/FnOFLNsup323dw==,0.682540, 2022-01-02T10:44:27Z, 1423424, 0.006767
QBXq3gAAPwABBAAyiwY4fJUuYn9SKsO9UhDrWg==,QBXq3gAAPwABBAAyiwY4fJUuYn9SKsO9UhDrWg==,QBXq3gAAPwABBAAyiwY4fJUuYn9SKsO9UhDrWg==,QBXq3gAAPwABBAAyiwY4fJUuYn9SKsO9UhDrWg==,0.687500, 2022-01-02T10:44:50Z, 1446119, 0.006815
