TotalTime(ms),Throughout(kbp),data,time
14818,0.015117,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:26:21Z
37611,0.011912,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:26:44Z
60105,0.011181,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:27:07Z
82755,0.010827,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:27:29Z
105486,0.010618,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:27:52Z
128037,0.010497,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:28:15Z
150776,0.010400,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:28:37Z
173423,0.010333,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:29:00Z
218638,0.009221,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:29:45Z
241263,0.009284,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:30:08Z
354491,0.006951,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:32:01Z
377230,0.007126,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:32:24Z
399775,0.007284,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:32:46Z
445069,0.007046,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:33:32Z
535669,0.006273,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:35:02Z
580939,0.006169,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:35:48Z
603686,0.006308,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:36:10Z
626229,0.006439,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:36:33Z
648981,0.006558,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:36:56Z
671521,0.006671,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:37:18Z
694224,0.006776,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:37:41Z
716813,0.006875,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:38:03Z
739560,0.006966,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:38:26Z
784748,0.006851,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:39:11Z
830146,0.006746,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:39:57Z
852689,0.006830,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:40:19Z
875387,0.006909,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:40:42Z
920721,0.006812,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:41:27Z
943269,0.006887,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:41:50Z
988560,0.006798,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:42:35Z
1011303,0.006866,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:42:58Z
1033850,0.006933,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:43:20Z
1056498,0.006997,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:43:43Z
1079141,0.007057,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:44:06Z
1124545,0.006972,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:44:51Z
1147080,0.007030,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:45:14Z
1169721,0.007085,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:45:36Z
1215025,0.007006,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:46:22Z
1237752,0.007058,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:46:44Z
1305598,0.006863,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:47:52Z
1328240,0.006914,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:48:15Z
1350899,0.006964,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:48:38Z
1373628,0.007012,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:49:00Z
1396176,0.007059,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:49:23Z
1418820,0.007104,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:49:45Z
1532053,0.006726,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:51:39Z
1554792,0.006771,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:52:01Z
1577339,0.006817,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:52:24Z
1622628,0.006764,AWcAAAJoAAMCAAAEAgAA,2022-01-03T18:53:09Z
