TotalTime(ms),Throughout(kbp),data,time
12128,0.018470,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:13:18Z
34814,0.012869,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:13:41Z
57490,0.011689,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:14:04Z
80216,0.011170,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:14:26Z
125550,0.008921,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:15:12Z
148235,0.009067,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:15:34Z
170934,0.009173,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:15:57Z
194174,0.009229,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:16:20Z
216295,0.009321,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:16:42Z
238987,0.009373,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:17:05Z
261665,0.009417,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:17:28Z
307037,0.008755,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:18:13Z
329725,0.008832,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:18:36Z
352409,0.008899,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:18:59Z
397781,0.008447,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:19:44Z
420504,0.008523,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:20:07Z
443151,0.008593,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:20:29Z
488526,0.008253,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:21:15Z
511211,0.008325,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:21:37Z
533898,0.008391,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:22:00Z
579271,0.008121,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:22:45Z
601968,0.008186,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:23:08Z
624639,0.008248,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:23:31Z
647403,0.008304,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:23:54Z
670019,0.008358,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:24:16Z
692716,0.008407,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:24:39Z
715397,0.008454,AWcAAAJoAAMCAAAEAgAA,2022-01-03T10:25:02Z
