Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-08T14:14:18Z, 15479, 0.014471
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-08T14:14:31Z, 28148, 0.015916
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-08T14:14:43Z, 40822, 0.016462
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-08T14:14:56Z, 53499, 0.016748
QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTsuPXdA==,1.000000, 2022-04-08T14:15:09Z, 66170, 0.016926
QBXq3gAABQABE/I4jZO9THw4OEKnebips0vGGQ==,QBXq3gAABQABE/I4jZM4THyFOEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFOEKnebipOEvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneTips0vGGQ==,1.000000, 2022-04-08T14:15:21Z, 78832, 0.017049
QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSBfr7Wg==,1.000000, 2022-04-08T14:15:34Z, 91498, 0.017137
QBXq3gAABwAB5OQ9879Hgux3d/Hg9KkBAKGMUg==,QBXq3gAABwAB5OQ98793guzmd/Hg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzmd/Hg9KkBd6GMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9HcBAKGMUg==,1.000000, 2022-04-08T14:15:47Z, 104316, 0.017179
QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY0/5Czg==,1.000000, 2022-04-08T14:15:59Z, 116845, 0.017254
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-04-08T14:16:12Z, 129512, 0.017296
QBXq3gAACgAB4J5MGLcM8IasrNHrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLes8IZxrNHrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxrNHrYNx4rBIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYKx4zhIZKg==,0.909091, 2022-04-08T14:16:25Z, 142410, 0.015729
QBXq3gAACwABeiMIbZ4A4j86OsJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ464j9rOsJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9rOsJ0NMwBOn6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NDoB/n6ucg==,0.916667, 2022-04-08T14:16:37Z, 154875, 0.015910
QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQcmtdZA==,0.923077, 2022-04-08T14:16:50Z, 167547, 0.016043
QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,0.928571, 2022-04-08T14:17:03Z, 180195, 0.016160
QBXq3gAADgABme9SPmYig5PLy6JEC385ivmH7g==,QBXq3gAADgABme9SPmbLg5MJy6JEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJy6JEC385y/mH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC8s5ivmH7g==,0.933333, 2022-04-08T14:17:15Z, 192876, 0.016259
QBXq3gAADwABlTZyzE3lFJQqKpQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE0qFJR/KpQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/KpQRU6VmKpmKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRUypm85mKEw==,0.937500, 2022-04-08T14:17:28Z, 205603, 0.016342
QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZcw1G7g==,0.941176, 2022-04-08T14:17:41Z, 218225, 0.016423
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.944444, 2022-04-08T14:17:53Z, 230894, 0.016492
QBXq3gAAEgABj88jQzaTdZGE1u7dnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHBra/lFmg==,0.947368, 2022-04-08T14:18:06Z, 243562, 0.016554
QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,0.950000, 2022-04-08T14:18:19Z, 256238, 0.016610
