Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-11T16:14:50Z, 43186, 0.005187
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-11T16:15:03Z, 55861, 0.008020
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-11T16:15:15Z, 68541, 0.009804
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-11T16:15:28Z, 81196, 0.011035
QBXq3gAABAABsgROlhZJHbMJpEgJWWsTsuPXdA==,QBXq3gAABAABsgROlhYJHbMipEgJWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEgMWWsTDOPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWQkTsuPXdA==,1.000000, 2022-04-11T16:15:41Z, 93888, 0.011929
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2022-04-11T16:15:53Z, 106554, 0.012613
QBXq3gAABgABVMNJJTl9QPoMb74MeSSSBfr7Wg==,QBXq3gAABgABVMNJJTkMQPqKb74MeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74MeSSSDPr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeQySBfr7Wg==,1.000000, 2022-04-11T16:16:06Z, 119223, 0.013152
QBXq3gAABwAB5OQ9879HguwE2PEE9KkBAKGMUg==,QBXq3gAABwAB5OQ9878Eguzm2PEE9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PEE9KkBBKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9AQBAKGMUg==,1.000000, 2022-04-11T16:16:19Z, 131893, 0.013587
QBXq3gAACAABtnEGYBSOZlQGzkMGXEJY0/5Czg==,QBXq3gAACAABtnEGYBQGZlRdzkMGXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkMGXEJYBv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXAZY0/5Czg==,1.000000, 2022-04-11T16:16:31Z, 144562, 0.013946
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-04-11T16:16:44Z, 157310, 0.014239
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,1.000000, 2022-04-11T16:16:57Z, 169900, 0.014503
