Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-10T10:42:27Z, 14383, 0.015574
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-10T10:42:40Z, 27058, 0.016557
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-10T10:42:53Z, 39736, 0.016912
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-10T10:43:05Z, 52411, 0.017096
QBXq3gAABAABsgROlhZJHbM/P0htWWs/suPXdA==,QBXq3gAABAABsgROlhY/HbMipEg/WWs/suPXdA==,QBXq3gAABAABsgROPxZJHbMipEhtWWs/P+PXdA==,QBXq3gAABAABsgROlhZJHbMipD9tWT8TsuPXdA==,0.800000, 2022-04-10T10:43:18Z, 65292, 0.013723
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2022-04-10T10:43:31Z, 77743, 0.014406
QBXq3gAABgABVMNJJTl9QPqYmL4GeSSYBfr7Wg==,QBXq3gAABgABVMNJJTmYQPqKb76YeSSYBfr7Wg==,QBXq3gAABgABVMNJmDl9QPqKb74GeSSYmPr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb5gGeZiSBfr7Wg==,0.714286, 2022-04-10T10:43:44Z, 90633, 0.012358
QBXq3gAABwAB5OQ9879HguyxsfHg9KmxAKGMUg==,QBXq3gAABwAB5OQ987+xguzm2PGx9KmxAKGMUg==,QBXq3gAABwAB5OQ9sb9Hguzm2PHg9KmxsaGMUg==,QBXq3gAABwAB5OQ9879Hguzm2LHg9LEBAKGMUg==,0.625000, 2022-04-10T10:43:56Z, 103301, 0.010842
QBXq3gAACAABtnEGYBSOZlSIiEPrXEKI0/5Czg==,QBXq3gAACAABtnEGYBSIZlRdzkOIXEKI0/5Czg==,QBXq3gAACAABtnEGiBSOZlRdzkPrXEKIiP5Czg==,QBXq3gAACAABtnEGYBSOZlRdzojrXIhY0/5Czg==,0.555556, 2022-04-10T10:44:09Z, 115974, 0.009657
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.600000, 2022-04-10T10:44:21Z, 128478, 0.010461
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.636364, 2022-04-10T10:44:34Z, 141093, 0.011113
QBXq3gAACwABeiMIbZ4A4j9ZWcJ0NMxZ/n6ucg==,QBXq3gAACwABeiMIbZ5Z4j9r98JZNMxZ/n6ucg==,QBXq3gAACwABeiMIWZ4A4j9r98J0NMxZWX6ucg==,QBXq3gAACwABeiMIbZ4A4j9r91l0NFkB/n6ucg==,0.583333, 2022-04-10T10:44:47Z, 153986, 0.010183
QBXq3gAADAABPKsQO4Q7vVkXF2ZFU8MXcmtdZA==,QBXq3gAADAABPKsQO4QXvVkXTGYXU8MXcmtdZA==,QBXq3gAADAABPKsQF4Q7vVkXTGZFU8MXF2tdZA==,QBXq3gAADAABPKsQO4Q7vVkXTBdFUxeQcmtdZA==,0.538462, 2022-04-10T10:45:00Z, 166658, 0.009408
QBXq3gAADQAB5bM7t6M2OWsoKPXO3B0oDcVbbw==,QBXq3gAADQAB5bM7t6MoOWuZffUo3B0oDcVbbw==,QBXq3gAADQAB5bM7KKM2OWuZffXO3B0oKMVbbw==,QBXq3gAADQAB5bM7t6M2OWuZfSjO3CiUDcVbbw==,0.500000, 2022-04-10T10:45:12Z, 179382, 0.008741
QBXq3gAADgABme9SPmYig5OamqJEC3+aivmH7g==,QBXq3gAADgABme9SPmaag5MJLaKaC3+aivmH7g==,QBXq3gAADgABme9SmmYig5MJLaJEC3+amvmH7g==,QBXq3gAADgABme9SPmYig5MJLZpEC5o5ivmH7g==,0.466667, 2022-04-10T10:45:25Z, 192001, 0.008167
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.500000, 2022-04-10T10:45:37Z, 204454, 0.008765
