Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-10T19:53:07Z, 14086, 0.015902
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-10T19:53:19Z, 26755, 0.016745
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-10T19:53:32Z, 39433, 0.017042
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-10T19:53:45Z, 52094, 0.017200
QBXq3gAABAABsgROlhZJHbMPD0htWWsTsuPXdA==,QBXq3gAABAABsgROlhYPHbMiD0htWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMiD0htWWsTD+PXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWQ8TsuPXdA==,1.000000, 2022-04-10T19:53:57Z, 64784, 0.017288
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2022-04-10T19:54:10Z, 77440, 0.017355
QBXq3gAABgABVMNJJTl9QPoLC74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTkLQPqKC74GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKC74GeSSSC/r7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeQuSBfr7Wg==,1.000000, 2022-04-10T19:54:23Z, 90119, 0.017399
QBXq3gAABwAB5OQ9879HguwMDPHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9878MguzmDPHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879HguzmDPHg9KkBDKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9AwBAKGMUg==,1.000000, 2022-04-10T19:54:35Z, 102781, 0.017435
QBXq3gAACAABtnEGYBSOZlQLC0PrXEJY0/5Czg==,QBXq3gAACAABtnEGYBQLZlRdC0PrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdC0PrXEJYC/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXAtY0/5Czg==,1.000000, 2022-04-10T19:54:48Z, 115456, 0.017461
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,1.000000, 2022-04-10T19:55:01Z, 128132, 0.017482
