Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1, 2021-12-30T16:38:06Z,28496,0.007861
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1, 2021-12-30T16:38:29Z,51192,0.008751
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1, 2021-12-30T16:38:51Z,73865,0.009098
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1, 2021-12-30T16:39:14Z,96640,0.009272
QBXq3gAABAABsgROlhZJHbMfH0htWWsfsuPXdA==,QBXq3gAABAABsgROlhYfHbMipEgfWWsfsuPXdA==,QBXq3gAABAABsgROHxZJHbMipEhtWWsfH+PXdA==,QBXq3gAABAABsgROlhZJHbMipB9tHx8TsuPXdA==,0.8, 2021-12-30T16:39:52Z,134242,0.006675
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2021-12-30T16:39:59Z,141980,0.007888
QBXq3gAABgABVMNJJTl9QPp8fL4GeSR8Bfr7Wg==,QBXq3gAABgABVMNJJTl8QPqKb758eSR8Bfr7Wg==,QBXq3gAABgABVMNJfDl9QPqKb74GeSR8fPr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb3wGfHySBfr7Wg==,0.714286, 2021-12-30T16:40:37Z,179612,0.006236
QBXq3gAABwAB5OQ9879Hguyfn/Hg9KmfAKGMUg==,QBXq3gAABwAB5OQ987+fguzm2PGf9KmfAKGMUg==,QBXq3gAABwAB5OQ9n79Hguzm2PHg9Kmfn6GMUg==,QBXq3gAABwAB5OQ9879Hguzm2J/gn58BAKGMUg==,0.625, 2021-12-30T16:41:00Z,202296,0.005536
QBXq3gAACAABtnEGYBSOZlS2tkPrXEK20/5Czg==,QBXq3gAACAABtnEGYBS2ZlRdzkO2XEK20/5Czg==,QBXq3gAACAABtnEGthSOZlRdzkPrXEK2tv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzrbrtrZY0/5Czg==,0.555556, 2021-12-30T16:41:22Z,224989,0.004978
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.6, 2021-12-30T16:41:30Z,232668,0.005776
