Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-04-08T19:37:58Z, 15478, 0.014472
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-04-08T19:38:10Z, 28146, 0.015917
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-04-08T19:38:23Z, 40813, 0.016465
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-04-08T19:38:36Z, 53479, 0.016754
QBXq3gAABAABsgROlhZJHbM1NUhtWWsTsuPXdA==,QBXq3gAABAABsgROlhY1HbMiNUhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMiNUhtWWsTNePXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWTUTsuPXdA==,0.800000, 2022-04-08T19:38:49Z, 66370, 0.013500
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2022-04-08T19:39:01Z, 78819, 0.014210
QBXq3gAABgABVMNJJTl9QPrExL4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTnEQPqKxL4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKxL4GeSSSxPr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GecSSBfr7Wg==,0.857143, 2022-04-08T19:39:14Z, 91496, 0.014689
QBXq3gAABwAB5OQ9879Hguzf3/Hg9KkBAKGMUg==,QBXq3gAABwAB5OQ987/fguzm3/Hg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm3/Hg9KkB36GMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9N8BAKGMUg==,0.875000, 2022-04-08T19:39:27Z, 104299, 0.015034
QBXq3gAACAABtnEGYBSOZlTj40PrXEJY0/5Czg==,QBXq3gAACAABtnEGYBTjZlRd40PrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRd40PrXEJY4/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXONY0/5Czg==,0.888889, 2022-04-08T19:39:39Z, 116838, 0.015337
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-04-08T19:39:52Z, 129510, 0.015566
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.909091, 2022-04-08T19:40:04Z, 142198, 0.015753
QBXq3gAACwABeiMIbZ4A4j9jY8J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ5j4j9rY8J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9rY8J0NMwBY36ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NGMB/n6ucg==,0.916667, 2022-04-08T19:40:17Z, 154916, 0.015905
QBXq3gAADAABPKsQO4Q7vVlNTWZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4RNvVkXTWZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTWZFU8OQTWtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU02QcmtdZA==,0.923077, 2022-04-08T19:40:30Z, 167550, 0.016043
QBXq3gAADQAB5bM7t6M2OWvLy/XO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6PLOWuZy/XO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZy/XO3B2Uy8Vbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3MuUDcVbbw==,0.928571, 2022-04-08T19:40:42Z, 180206, 0.016159
QBXq3gAADgABme9SPmYig5O6uqJEC385ivmH7g==,QBXq3gAADgABme9SPma6g5MJuqJEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJuqJEC385uvmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC7o5ivmH7g==,0.933333, 2022-04-08T19:40:55Z, 192861, 0.016260
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.937500, 2022-04-08T19:41:08Z, 205530, 0.016348
QBXq3gAAEAABlNIBRlELWCJvb9GbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlFvWCKOb9GbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOb9GbRVqZbw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRW+Zcw1G7g==,0.941176, 2022-04-08T19:41:20Z, 218207, 0.016425
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.944444, 2022-04-08T19:41:33Z, 230873, 0.016494
