TotalTime(ms),Throughout(kbp),data,time
14119,0.015865,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:17:19Z
36829,0.012164,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:17:42Z
59487,0.011297,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:18:05Z
82174,0.010904,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:18:27Z
113318,0.009884,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:18:59Z
127544,0.010538,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:19:13Z
172911,0.009068,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:19:58Z
199043,0.009003,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:20:24Z
218283,0.009236,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:20:44Z
240969,0.009296,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:21:06Z
263663,0.009345,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:21:29Z
290847,0.009242,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:21:56Z
309036,0.009423,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:22:14Z
331719,0.009454,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:22:37Z
354403,0.009481,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:23:00Z
399792,0.008965,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:23:45Z
422477,0.009014,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:24:08Z
445149,0.009058,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:24:30Z
471304,0.009030,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:24:57Z
490599,0.009132,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:25:16Z
513213,0.009166,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:25:38Z
535896,0.009196,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:26:01Z
558637,0.009222,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:26:24Z
581286,0.009248,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:26:47Z
603971,0.009272,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:27:09Z
626643,0.009294,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:27:32Z
649609,0.009310,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:27:55Z
672021,0.009333,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:28:17Z
695804,0.009336,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:28:41Z
717385,0.009367,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:29:03Z
740352,0.009379,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:29:26Z
762769,0.009397,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:29:48Z
785456,0.009411,AWcAAAJoAAMCAAAEAgAA,2022-01-01T16:30:11Z
