Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-01-03T11:02:40Z, 15178, 0.014758
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-01-03T11:03:03Z, 37858, 0.011834
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-01-03T11:03:25Z, 60546, 0.011099
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-01-03T11:03:48Z, 83229, 0.010765
QBXq3gAABAABsgROlhZJHbMgIEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhYgHbMipEggWWsTsuPXdA==,QBXq3gAABAABsgROIBZJHbMiIEhtWWsTIOPXdA==,QBXq3gAABAABsgROlhZJHbMipCBtICATsuPXdA==,1.000000, 2022-01-03T11:04:11Z, 106013, 0.010565
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,1.000000, 2022-01-03T11:04:33Z, 128602, 0.010451
QBXq3gAABgABVMNJJTl9QPoZGb4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTkZQPqKb74ZeSSSBfr7Wg==,QBXq3gAABgABVMNJGTl9QPqKGb4GeSSSGfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKbxkGGRmSBfr7Wg==,0.857143, 2022-01-03T11:04:56Z, 151384, 0.008878
QBXq3gAABwAB5OQ9879HguxWVvHg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Wguzm2PFW9KkBAKGMUg==,QBXq3gAABwAB5OQ9Vr9HguzmVvHg9KkBVqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2FbgVlYBAKGMUg==,0.750000, 2022-01-03T11:05:19Z, 174071, 0.007721
QBXq3gAACAABtnEGYBSOZlS3t0PrXEJY0/5Czg==,QBXq3gAACAABtnEGYBS3ZlRdzkO3XEJY0/5Czg==,QBXq3gAACAABtnEGtxSOZlRdt0PrXEJYt/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzrfrt7dY0/5Czg==,0.666667, 2022-01-03T11:05:42Z, 196757, 0.006831
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.700000, 2022-01-03T11:06:04Z, 219348, 0.007148
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.727273, 2022-01-03T11:06:27Z, 242105, 0.007402
QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,0.750000, 2022-01-03T11:06:50Z, 264715, 0.007616
QBXq3gAADAABPKsQO4Q7vVkzM2ZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4QzvVkXTGYzU8OQcmtdZA==,QBXq3gAADAABPKsQM4Q7vVkXM2ZFU8OQM2tdZA==,QBXq3gAADAABPKsQO4Q7vVkXTDNFMzOQcmtdZA==,0.692308, 2022-01-03T11:07:12Z, 287507, 0.007012
QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,0.714286, 2022-01-03T11:07:35Z, 310095, 0.007224
QBXq3gAADgABme9SPmYig5MVFaJEC385ivmH7g==,QBXq3gAADgABme9SPmYVg5MJLaIVC385ivmH7g==,QBXq3gAADgABme9SFWYig5MJFaJEC385FfmH7g==,QBXq3gAADgABme9SPmYig5MJLRVEFRU5ivmH7g==,0.733333, 2022-01-03T11:07:58Z, 333020, 0.007399
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.750000, 2022-01-03T11:08:20Z, 355476, 0.007562
QBXq3gAAEAABlNIBRlELWCKCgtGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlGCWCKOodGCRVqZcw1G7g==,QBXq3gAAEAABlNIBglELWCKOgtGbRVqZgg1G7g==,QBXq3gAAEAABlNIBRlELWCKOoYKbgoKZcw1G7g==,0.705882, 2022-01-03T11:08:43Z, 378250, 0.007106
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.722222, 2022-01-03T11:09:06Z, 400834, 0.007265
QBXq3gAAEgABj88jQzaTdZE3N+7dnHBra/lFmg==,QBXq3gAAEgABj88jQzY3dZGE1u43nHBra/lFmg==,QBXq3gAAEgABj88jNzaTdZGEN+7dnHBrN/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1jfdNzdra/lFmg==,0.684211, 2022-01-03T11:09:28Z, 423618, 0.006874
QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,0.700000, 2022-01-03T11:09:51Z, 446209, 0.007028
QBXq3gAAFAABW8ygIUNCROmTk5XUFsTkbTJxwQ==,QBXq3gAAFAABW8ygIUOTROnsq5WTFsTkbTJxwQ==,QBXq3gAAFAABW8ygk0NCROnsk5XUFsTkkzJxwQ==,QBXq3gAAFAABW8ygIUNCROnsq5PUk5PkbTJxwQ==,0.714286, 2022-01-03T11:10:14Z, 468991, 0.007164
QBXq3gAAFQAB7v3thZFtPjeYmGijZJxpHq4WmA==,QBXq3gAAFQAB7v3thZGYPjfnmGiYZJxpHq4WmA==,QBXq3gAAFQAB7v3tmJFtPjfnmGijZJxpmK4WmA==,QBXq3gAAFQAB7v3thZFtPjfnmJijmJhpHq4WmA==,0.727273, 2022-01-03T11:10:36Z, 491674, 0.007289
QBXq3gAAFgABPf91rNkW5sguDIK9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9ooamoBEFXQ==,QBXq3gAAFgABPf91rNkW5sguDIK9ooamoBEFXQ==,0.739130, 2022-01-03T11:10:59Z, 514361, 0.007403
QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,QBXq3gAAFwABfvVnWmykujVG92hqCGDQkkMgUA==,0.750000, 2022-01-03T11:11:22Z, 536966, 0.007509
