Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-01-01T18:49:11Z, 15363, 0.014580
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-01-01T18:49:34Z, 38045, 0.011776
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-01-01T18:49:57Z, 60733, 0.011065
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-01-01T18:50:19Z, 83419, 0.010741
QBXq3gAAZAABskRHlhbZffrCwkiu2W8T4oNXdA==,QBXq3gAABAABsgROlhbCHbMiwkhtWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMiwkhtWWsTwuPXdA==,QBXq3gAABAABsgROlhZJHbMipMJtWcITsuPXdA==,0.800000, 2022-01-01T18:50:57Z, 121105, 0.007399
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2022-01-01T18:51:05Z, 128785, 0.008697
QBXq3gAABgABVMNJJTl9QPri4r4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTlYQPqKWL4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqK4r4GeSSS4vr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb+IGeeKSBfr7Wg==,0.714286, 2022-01-01T18:51:43Z, 166474, 0.006728
QBXq3gAABwAB5OQ9879Hguzz8/Hg9KkBAKGMUg==,QBXq3gAABwAB5OQ987/zguzm8/Hg9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm8/Hg9KkB86GMUg==,QBXq3gAABwAB5OQ9879Hguzm2PPg9PMBAKGMUg==,0.750000, 2022-01-01T18:51:51Z, 175226, 0.007670
QBXq3gAACAABtnEGYBSOZlR4eEPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBR4ZlRdeEPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdeEPrXEJYeP5Czg==,QBXq3gAACAABtnEGYBSOZlRdznjrXHhY0/5Czg==,0.666667, 2022-01-01T18:52:28Z, 211842, 0.006344
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.700000, 2022-01-01T18:52:36Z, 219529, 0.007143
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.727273, 2022-01-01T18:52:58Z, 242224, 0.007398
QBXq3gAACwABeiMIbZ4A4j9BQcJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ5B4j9rQcJ0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9rQcJ0NMwBQX6ucg==,QBXq3gAACwABeiMIbZ4A4j9r90F0NEEB/n6ucg==,0.666667, 2022-01-01T18:53:36Z, 279905, 0.006402
QBXq3gAADAABPKsQO4Q7vVlzc2ZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4RzvVkXc2ZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXc2ZFU8OQc2tdZA==,QBXq3gAADAABPKsQO4Q7vVkXTHNFU3OQcmtdZA==,0.692308, 2022-01-01T18:53:44Z, 287879, 0.007003
QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,0.714286, 2022-01-01T18:54:06Z, 310274, 0.007219
QBXq3gAADgABme9SPmYig5OMjKJEC385ivmH7g==,QBXq3gAADgABme9SPmaMg5MJjKJEC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJjKJEC385jPmH7g==,QBXq3gAADgABme9SPmYig5MJLYxEC4w5ivmH7g==,0.733333, 2022-01-01T18:54:30Z, 333956, 0.007378
QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6Vm85mKEw==,0.750000, 2022-01-01T18:54:52Z, 355644, 0.007558
QBXq3gAAEAABlNIBRlELWCKRkdGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlGRWCKOkdGbRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOkdGbRVqZkQ1G7g==,QBXq3gAAEAABlNIBRlELWCKOoZGbRZGZcw1G7g==,0.764706, 2022-01-01T18:55:19Z, 382913, 0.007605
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.777778, 2022-01-01T18:55:37Z, 401019, 0.007820
QBXq3gAAEgABj88jQzaTdZHJye7dnHBra/lFmg==,QBXq3gAAEgABj88jQzbJdZGEye7dnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGEye7dnHBryflFmg==,QBXq3gAAEgABj88jQzaTdZGE1sndnMlra/lFmg==,0.789474, 2022-01-01T18:56:04Z, 428263, 0.007846
