TotalTime(ms),Throughout(kbp),data,time
16018,0.013985,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:55:29Z
38698,0.011577,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:55:52Z
61387,0.010947,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:56:15Z
84064,0.010659,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:56:37Z
107875,0.010382,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:57:01Z
129440,0.010383,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:57:23Z
160744,0.009755,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:57:54Z
174884,0.010247,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:58:08Z
198066,0.010178,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:58:31Z
220190,0.010173,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:58:53Z
242882,0.010145,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:59:16Z
270014,0.009955,AWcAAAJoAAMCAAAEAgAA,2021-12-31T18:59:43Z
356299,0.008173,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:01:10Z
381157,0.008228,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:01:34Z
401683,0.008365,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:01:55Z
426566,0.008402,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:02:20Z
447043,0.008518,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:02:40Z
478834,0.008420,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:03:12Z
492556,0.008641,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:03:26Z
544818,0.008223,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:04:18Z
561583,0.008376,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:04:35Z
583160,0.008451,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:04:56Z
628540,0.008197,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:05:42Z
654552,0.008213,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:06:08Z
673907,0.008310,AWcAAAJoAAMCAAAEAgAA,2021-12-31T19:06:27Z
