Hamming_weight
30.000000
35.000000
42.000000
38.000000
35.000000
30.000000
41.000000
30.000000
32.000000
40.000000
39.000000
38.000000
25.000000
32.000000
33.000000
38.000000
36.000000
39.000000
42.000000
36.000000
35.000000
37.000000
32.000000
42.000000
32.000000
35.000000
35.000000
36.000000
34.000000
42.000000
38.000000
32.000000
37.000000
39.000000
43.000000
30.000000
36.000000
32.000000
37.000000
38.000000
36.000000
28.000000
33.000000
41.000000
38.000000
