Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughout(kbp)
QBXq3gAAAAABXxWWztt8Omxzc7wWWlFiB3MtrQ==,QBXq3gAAAAABXxWWzttzOmxEFLxzWlFiB3MtrQ==,QBXq3gAAAAABXxWWc9t8OmxEc7wWWlFic3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFHMWWnNiB3MtrQ==,1.000000, 2022-01-02T12:43:04Z, 18272, 0.012259
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-01-02T12:43:25Z, 38772, 0.011555
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-01-02T12:43:48Z, 61459, 0.010934
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-01-02T12:44:10Z, 84144, 0.010648
QBXq3gAABAABsgROlhZJHbOIiEhtWWsTsuPXdA==,QBXq3gAABAABsgROlhaIHbMipEiIWWsTsuPXdA==,QBXq3gAABAABsgROiBZJHbMiiEhtWWsTiOPXdA==,QBXq3gAABAABsgROlhZJHbMipIhtWYgTsuPXdA==,0.800000, 2022-01-02T12:44:48Z, 121831, 0.007354
QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebips0vGGQ==,0.833333, 2022-01-02T12:44:56Z, 129521, 0.008647
QBXq3gAABgABVMNJJTl9QPoREb4GeSSSBfr7Wg==,QBXq3gAABgABVMNJJTkRQPqKb74ReSSSBfr7Wg==,QBXq3gAABgABVMNJETl9QPqKEb4GeSSSEfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKbxEGeRGSBfr7Wg==,0.714286, 2022-01-02T12:45:33Z, 167201, 0.006699
QBXq3gAABwAB5OQ9879Hguz6+vHg9KkBAKGMUg==,QBXq3gAABwAB5OQ987/6guzm2PH69KkBAKGMUg==,QBXq3gAABwAB5OQ9+r9Hguzm+vHg9KkB+qGMUg==,QBXq3gAABwAB5OQ9879Hguzm2Prg9PoBAKGMUg==,0.750000, 2022-01-02T12:45:56Z, 189887, 0.007078
QBXq3gAACAABtnEGYBSOZlT+/kPrXEJY0/5Czg==,QBXq3gAACAABtnEGYBT+ZlRdzkP+XEJY0/5Czg==,QBXq3gAACAABtnEG/hSOZlRd/kPrXEJY/v5Czg==,QBXq3gAACAABtnEGYBSOZlRdzv7rXP5Y0/5Czg==,0.777778, 2022-01-02T12:46:19Z, 212576, 0.007376
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.800000, 2022-01-02T12:46:26Z, 220257, 0.008136
QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4zhIZKg==,0.818182, 2022-01-02T12:46:49Z, 242940, 0.008298
QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwB/n6ucg==,0.833333, 2022-01-02T12:47:12Z, 265632, 0.008433
QBXq3gAADAABPKsQO4Q7vVnZ2WZFU8OQcmtdZA==,QBXq3gAADAABPKsQO4TZvVkXTGbZU8OQcmtdZA==,QBXq3gAADAABPKsQ2YQ7vVkX2WZFU8OQ2WtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTNlFU9mQcmtdZA==,0.769231, 2022-01-02T12:47:49Z, 303325, 0.007385
QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UDcVbbw==,0.785714, 2022-01-02T12:47:57Z, 310999, 0.007923
QBXq3gAADgABme9SPmYig5OTk6JEC385ivmH7g==,QBXq3gAADgABme9SPmaTg5MJLaKTC385ivmH7g==,QBXq3gAADgABme9Sk2Yig5MJk6JEC385k/mH7g==,QBXq3gAADgABme9SPmYig5MJLZNEC5M5ivmH7g==,0.800000, 2022-01-02T12:48:35Z, 348694, 0.007709
