TotalTime(ms),Throughout(kbp),data,time
13915,0.016099,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:36:49Z
36593,0.012243,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:37:12Z
59275,0.011337,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:37:34Z
81958,0.010932,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:37:57Z
127339,0.008795,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:38:42Z
150013,0.008959,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:39:05Z
172702,0.009079,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:39:28Z
218073,0.008217,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:40:13Z
240777,0.008373,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:40:36Z
263441,0.008503,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:40:58Z
308814,0.007979,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:41:44Z
331503,0.008109,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:42:06Z
354184,0.008222,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:42:29Z
399559,0.007849,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:43:15Z
422250,0.007957,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:43:37Z
444964,0.008055,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:44:00Z
467756,0.008141,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:44:23Z
490319,0.008223,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:44:45Z
512988,0.008297,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:45:08Z
535776,0.008362,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:45:31Z
581052,0.008096,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:46:16Z
603731,0.008163,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:46:39Z
626417,0.008225,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:47:01Z
649661,0.008275,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:47:25Z
671792,0.008336,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:47:47Z
694477,0.008386,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:48:09Z
717163,0.008433,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:48:32Z
762540,0.008225,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:49:18Z
785224,0.008273,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:49:40Z
807909,0.008318,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:50:03Z
853283,0.008138,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:50:48Z
875979,0.008183,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:51:11Z
898647,0.008226,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:51:34Z
944022,0.008068,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:52:19Z
966713,0.008110,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:52:42Z
989395,0.008150,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:53:04Z
1020635,0.008120,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:53:36Z
1034768,0.008226,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:53:50Z
1057456,0.008261,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:54:12Z
1080140,0.008295,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:54:35Z
1105138,0.008310,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:55:00Z
1125522,0.008359,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:55:20Z
1148200,0.008389,AWcAAAJoAAMCAAAEAgAA,2022-01-02T09:55:43Z
