TotalTime(ms),Throughput(kbp),PDR,time
15697,0.014271,1.000000,2022-06-14T13:48:46Z
28366,0.015794,1.000000,2022-06-14T13:48:59Z
41037,0.016376,1.000000,2022-06-14T13:49:11Z
53713,0.016681,1.000000,2022-06-14T13:49:24Z
66379,0.016873,1.000000,2022-06-14T13:49:37Z
104393,0.012874,0.750000,2022-06-14T13:50:15Z
117062,0.013395,0.777778,2022-06-14T13:50:27Z
129745,0.013812,0.800000,2022-06-14T13:50:40Z
155083,0.012999,0.750000,2022-06-14T13:51:05Z
180426,0.012415,0.714286,2022-06-14T13:51:31Z
193098,0.012760,0.733333,2022-06-14T13:51:43Z
218441,0.012305,0.705882,2022-06-14T13:52:09Z
256472,0.011354,0.650000,2022-06-14T13:52:47Z
281876,0.011125,0.636364,2022-06-14T13:53:12Z
294468,0.011410,0.652174,2022-06-14T13:53:25Z
307148,0.011669,0.666667,2022-06-14T13:53:37Z
345162,0.011032,0.629630,2022-06-14T13:54:15Z
357827,0.011268,0.642857,2022-06-14T13:54:28Z
370502,0.011487,0.655172,2022-06-14T13:54:41Z
383206,0.011691,0.666667,2022-06-14T13:54:53Z
408532,0.011514,0.656250,2022-06-14T13:55:19Z
421236,0.011699,0.666667,2022-06-14T13:55:31Z
433862,0.011875,0.676471,2022-06-14T13:55:44Z
446553,0.012039,0.685714,2022-06-14T13:55:57Z
484550,0.011557,0.657895,2022-06-14T13:56:35Z
497273,0.011712,0.666667,2022-06-14T13:56:47Z
509889,0.011861,0.675000,2022-06-14T13:57:00Z
535236,0.011718,0.666667,2022-06-14T13:57:25Z
560585,0.011588,0.659091,2022-06-14T13:57:51Z
573502,0.011717,0.666667,2022-06-14T13:58:04Z
598594,0.011601,0.659574,2022-06-14T13:58:29Z
611258,0.011727,0.666667,2022-06-14T13:58:41Z
636609,0.011612,0.660000,2022-06-14T13:59:07Z
674625,0.011289,0.641509,2022-06-14T13:59:45Z
687326,0.011407,0.648148,2022-06-14T13:59:58Z
725307,0.011118,0.631579,2022-06-14T14:00:36Z
737986,0.011231,0.637931,2022-06-14T14:00:48Z
750657,0.011339,0.644068,2022-06-14T14:01:01Z
763328,0.011445,0.650000,2022-06-14T14:01:14Z
788679,0.011361,0.645161,2022-06-14T14:01:39Z
801342,0.011461,0.650794,2022-06-14T14:01:52Z
814013,0.011558,0.656250,2022-06-14T14:02:04Z
826694,0.011651,0.661538,2022-06-14T14:02:17Z
864708,0.011398,0.647059,2022-06-14T14:02:55Z
890051,0.011325,0.642857,2022-06-14T14:03:20Z
915396,0.011256,0.638889,2022-06-14T14:03:46Z
940750,0.011191,0.635135,2022-06-14T14:04:11Z
953409,0.011277,0.640000,2022-06-14T14:04:24Z
978857,0.011213,0.636364,2022-06-14T14:04:49Z
991430,0.011297,0.641026,2022-06-14T14:05:02Z
1016765,0.011236,0.637500,2022-06-14T14:05:27Z
1042115,0.011177,0.634146,2022-06-14T14:05:52Z
1054784,0.011255,0.638554,2022-06-14T14:06:05Z
1067465,0.011332,0.642857,2022-06-14T14:06:18Z
1105492,0.011144,0.632184,2022-06-14T14:06:56Z
1118139,0.011219,0.636364,2022-06-14T14:07:08Z
1130821,0.011291,0.640449,2022-06-14T14:07:21Z
1143484,0.011362,0.644444,2022-06-14T14:07:34Z
1168828,0.011307,0.641304,2022-06-14T14:07:59Z
1181497,0.011375,0.645161,2022-06-14T14:08:12Z
1194327,0.011441,0.648936,2022-06-14T14:08:25Z
1206851,0.011508,0.652632,2022-06-14T14:08:37Z
1244857,0.011336,0.642857,2022-06-14T14:09:15Z
1257534,0.011400,0.646465,2022-06-14T14:09:28Z
1270213,0.011463,0.650000,2022-06-14T14:09:40Z
1295553,0.011411,0.647059,2022-06-14T14:10:06Z
1320972,0.011361,0.644231,2022-06-14T14:10:31Z
1333569,0.011422,0.647619,2022-06-14T14:10:44Z
1358911,0.011374,0.644860,2022-06-14T14:11:09Z
1371578,0.011432,0.648148,2022-06-14T14:11:22Z
1396926,0.011385,0.645455,2022-06-14T14:11:47Z
1422266,0.011340,0.642857,2022-06-14T14:12:12Z
1434966,0.011395,0.646018,2022-06-14T14:12:25Z
1447617,0.011451,0.649123,2022-06-14T14:12:38Z
1485628,0.011308,0.641026,2022-06-14T14:13:16Z
1498299,0.011362,0.644068,2022-06-14T14:13:28Z
1510970,0.011415,0.647059,2022-06-14T14:13:41Z
1548991,0.011280,0.639344,2022-06-14T14:14:19Z
1561663,0.011332,0.642276,2022-06-14T14:14:32Z
1574367,0.011382,0.645161,2022-06-14T14:14:45Z
1587043,0.011433,0.648000,2022-06-14T14:14:57Z
1625024,0.011303,0.640625,2022-06-14T14:15:35Z
1637692,0.011353,0.643411,2022-06-14T14:15:48Z
1650362,0.011401,0.646154,2022-06-14T14:16:01Z
1675709,0.011362,0.643939,2022-06-14T14:16:26Z
1701050,0.011325,0.641791,2022-06-14T14:16:51Z
1713731,0.011372,0.644444,2022-06-14T14:17:04Z
1751739,0.011253,0.637681,2022-06-14T14:17:42Z
1777085,0.011218,0.635714,2022-06-14T14:18:07Z
1802427,0.011185,0.633803,2022-06-14T14:18:33Z
1815098,0.011230,0.636364,2022-06-14T14:18:45Z
