Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-22T09:40:34Z, 14424, 0.015530
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-22T09:40:47Z, 27101, 0.016531
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-22T09:40:59Z, 39761, 0.016901
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-22T09:41:12Z, 52449, 0.017083
QBXq3gAABAABsgROlhZJHbNppEhpWWsTsuPXdA==,QBXq3gAABAABsgROlhZpHbMipEhpWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTaePXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWkTsuPXdA==,1.000000, 2022-05-22T09:41:25Z, 65253, 0.017164
QBXq3gAABQABE/I4jZO9THxDHEJDebips0vGGQ==,QBXq3gAABQABE/I4jZNDTHyFHEJDebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebipQ0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneUOps0vGGQ==,1.000000, 2022-05-22T09:41:37Z, 77997, 0.017231
QBXq3gAABgABVMNJJTl9QPoqb74qeSSSBfr7Wg==,QBXq3gAABgABVMNJJTkqQPqKb74qeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSKvr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSqSBfr7Wg==,1.000000, 2022-05-22T09:41:50Z, 90675, 0.017293
QBXq3gAABwAB5OQ9879HguzO2PHO9KkBAKGMUg==,QBXq3gAABwAB5OQ987/Oguzm2PHO9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBzqGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9M4BAKGMUg==,0.875000, 2022-05-22T09:42:03Z, 103334, 0.015174
QBXq3gAACAABtnEGYBSOZlSdzkOdXEJY0/5Czg==,QBXq3gAACAABtnEGYBSdZlRdzkOdXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYnf5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXJ1Y0/5Czg==,0.888889, 2022-05-22T09:42:15Z, 116008, 0.015447
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-05-22T09:42:28Z, 128458, 0.015694
QBXq3gAACgAB4J5MGLcM8IaYa9GYYNx4zhIZKg==,QBXq3gAACgAB4J5MGLeY8IZxa9GYYNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4mBIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYJh4zhIZKg==,0.818182, 2022-05-22T09:42:41Z, 141355, 0.014262
