Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-22T19:59:39Z, 13381, 0.016740
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-22T19:59:52Z, 26053, 0.017196
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-22T20:00:05Z, 38725, 0.017353
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-22T20:00:17Z, 51393, 0.017434
QBXq3gAABAABsgROlhZJHbNJpEhJWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhJWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTSePXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWUkTsuPXdA==,1.000000, 2022-05-22T20:00:30Z, 64286, 0.017422
QBXq3gAABQABE/I4jZO9THxVHEJVebips0vGGQ==,QBXq3gAABQABE/I4jZNVTHyFHEJVebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebip90vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKneVWps0vGGQ==,1.000000, 2022-05-22T20:00:43Z, 76952, 0.017465
QBXq3gAABgABVMNJJTl9QPpwb75weSSSBfr7Wg==,QBXq3gAABgABVMNJJTlwQPqKb75weSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSScPr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeXCSBfr7Wg==,0.857143, 2022-05-22T20:00:55Z, 89625, 0.014996
QBXq3gAABwAB5OQ9879HguxJ2PFJ9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Jguzm2PFJ9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBSaGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9EkBAKGMUg==,0.875000, 2022-05-22T20:01:08Z, 102301, 0.015327
QBXq3gAACAABtnEGYBSOZlS2zkO2XEJY0/5Czg==,QBXq3gAACAABtnEGYBS2ZlRdzkO2XEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJYtv5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXLZY0/5Czg==,0.888889, 2022-05-22T20:01:21Z, 114966, 0.015587
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.900000, 2022-05-22T20:01:33Z, 127418, 0.015822
QBXq3gAACgAB4J5MGLcM8Ia2a9G2YNx4zhIZKg==,QBXq3gAACgAB4J5MGLe28IZxa9G2YNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4thIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYLZ4zhIZKg==,0.909091, 2022-05-22T20:01:46Z, 140310, 0.015965
