Data1,Data2,Data3,Data4,PDR,time,TotalTime(ms),Throughput(kbp)
QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,QBXq3gAAAAABXxWWztt8OmxEFLwWWlFiB3MtrQ==,1.000000, 2022-05-22T10:14:18Z, 13040, 0.017178
QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,QBXq3gAAAQABBUkniXK9HIokbbRsblMYdSB7hQ==,1.000000, 2022-05-22T10:14:30Z, 25710, 0.017425
QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,QBXq3gAAAgAB3K+Mk+wOXAQgN3MsXfBnkjL0MA==,1.000000, 2022-05-22T10:14:43Z, 38380, 0.017509
QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,QBXq3gAAAwAB3eFsREAqgm/7X4CXCttbjuhxGA==,1.000000, 2022-05-22T10:14:56Z, 51056, 0.017549
QBXq3gAABAABsgROlhZJHbOopEioWWsTsuPXdA==,QBXq3gAABAABsgROlhaoHbMipEioWWsTsuPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWWsTqOPXdA==,QBXq3gAABAABsgROlhZJHbMipEhtWagTsuPXdA==,0.800000, 2022-05-22T10:15:08Z, 63943, 0.014012
QBXq3gAABQABE/I4jZO9THzQHELQebips0vGGQ==,QBXq3gAABQABE/I4jZPQTHyFHELQebips0vGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnebip0EvGGQ==,QBXq3gAABQABE/I4jZO9THyFHEKnedCps0vGGQ==,0.666667, 2022-05-22T10:15:21Z, 76615, 0.011695
QBXq3gAABgABVMNJJTl9QPpeb75eeSSSBfr7Wg==,QBXq3gAABgABVMNJJTleQPqKb75eeSSSBfr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeSSSXvr7Wg==,QBXq3gAABgABVMNJJTl9QPqKb74GeV6SBfr7Wg==,0.714286, 2022-05-22T10:15:34Z, 89307, 0.012541
QBXq3gAABwAB5OQ9879HguyM2PGM9KkBAKGMUg==,QBXq3gAABwAB5OQ987+Mguzm2PGM9KkBAKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9KkBjKGMUg==,QBXq3gAABwAB5OQ9879Hguzm2PHg9IwBAKGMUg==,0.750000, 2022-05-22T10:15:46Z, 101952, 0.013183
QBXq3gAACAABtnEGYBSOZlTuzkPuXEJY0/5Czg==,QBXq3gAACAABtnEGYBTuZlRdzkPuXEJY0/5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXEJY7v5Czg==,QBXq3gAACAABtnEGYBSOZlRdzkPrXO5Y0/5Czg==,0.777778, 2022-05-22T10:15:59Z, 114435, 0.013702
QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,QBXq3gAACQABPBUfhF7JvgSSmnDo8QXV+MC0MQ==,0.800000, 2022-05-22T10:16:12Z, 127078, 0.014102
QBXq3gAACgAB4J5MGLcM8Ia9a9G9YNx4zhIZKg==,QBXq3gAACgAB4J5MGLe98IZxa9G9YNx4zhIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYNx4vRIZKg==,QBXq3gAACgAB4J5MGLcM8IZxa9HrYL14zhIZKg==,0.727273, 2022-05-22T10:16:24Z, 139975, 0.012802
QBXq3gAACwABeiMIbZ4A4j+n98KnNMwB/n6ucg==,QBXq3gAACwABeiMIbZ6n4j9r98KnNMwB/n6ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NMwBp36ucg==,QBXq3gAACwABeiMIbZ4A4j9r98J0NKcB/n6ucg==,0.750000, 2022-05-22T10:16:37Z, 152660, 0.013206
QBXq3gAADAABPKsQO4Q7vVm9TGa9U8OQcmtdZA==,QBXq3gAADAABPKsQO4S9vVkXTGa9U8OQcmtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU8OQvWtdZA==,QBXq3gAADAABPKsQO4Q7vVkXTGZFU72QcmtdZA==,0.769231, 2022-05-22T10:16:50Z, 165231, 0.013557
QBXq3gAADQAB5bM7t6M2OWtBffVB3B2UDcVbbw==,QBXq3gAADQAB5bM7t6NBOWuZffVB3B2UDcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3B2UQcVbbw==,QBXq3gAADQAB5bM7t6M2OWuZffXO3EGUDcVbbw==,0.714286, 2022-05-22T10:17:03Z, 177992, 0.012585
QBXq3gAADgABme9SPmYig5PeLaLeC385ivmH7g==,QBXq3gAADgABme9SPmbeg5MJLaLeC385ivmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC3853vmH7g==,QBXq3gAADgABme9SPmYig5MJLaJEC945ivmH7g==,0.733333, 2022-05-22T10:17:15Z, 190444, 0.012938
QBXq3gAADwABlTZyzE3lFJTJdZTJU6Vm85mKEw==,QBXq3gAADwABlTZyzE3JFJR/dZTJU6Vm85mKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU6VmyZmKEw==,QBXq3gAADwABlTZyzE3lFJR/dZQRU8lm85mKEw==,0.687500, 2022-05-22T10:17:28Z, 203332, 0.012118
QBXq3gAAEAABlNIBRlELWCJFodFFRVqZcw1G7g==,QBXq3gAAEAABlNIBRlFFWCKOodFFRVqZcw1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRVqZRQ1G7g==,QBXq3gAAEAABlNIBRlELWCKOodGbRUWZcw1G7g==,0.705882, 2022-05-22T10:17:40Z, 215801, 0.012456
QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,QBXq3gAAEQABi8hOdtgoqkixZcAvC97TspmTLg==,0.722222, 2022-05-22T10:17:53Z, 228456, 0.012746
QBXq3gAAEgABj88jQzaTdZFx1u5xnHBra/lFmg==,QBXq3gAAEgABj88jQzZxdZGE1u5xnHBra/lFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHBrcflFmg==,QBXq3gAAEgABj88jQzaTdZGE1u7dnHFra/lFmg==,0.736842, 2022-05-22T10:18:06Z, 241353, 0.012993
QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,QBXq3gAAEwABMRxd02eWZwyrgeY7wbROyTBRXQ==,0.750000, 2022-05-22T10:18:18Z, 253801, 0.013239
