TotalTime(ms),Flag,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,minEE,Fair index,Loopcount,SF1,TP1,PRR1,InstantPRR1,InstantEE1,SF2,TP2,PRR2,InstantPRR2,Received2,TotalTime2,TotalPower2,InstantEE2,SF3,TP3,PRR3,InstantPRR3,InstantEE3,SF4,TP4,PRR4,InstantPRR4,InstantEE4,SF5,TP5,PRR5,InstantPRR5,InstantEE5,SF6,TP6,PRR6,InstantPRR6,InstantEE6,SF7,TP7,PRR7,InstantPRR7,InstantEE7,SF8,TP8,PRR8,InstantPRR8,InstantEE8,time
276437,0,2.598353,2.111788,2.674044,2.702747,2.604258,2.041199,1.758537,2.618943,1.758537,0.980286,32.000000,7.000000,1.000000,0.699097,0.892857,2.349646,7.000000,1.000000,0.568184,0.714286,3808.000000,1.367552,864.589824,3.108989,7.000000,0.000000,0.908499,1.000000,2.943363,7.000000,0.000000,0.918251,0.925926,1.819723,7.000000,0.000000,0.884790,1.000000,2.943363,8.000000,2.000000,0.955748,1.000000,1.879798,9.000000,5.000000,0.888312,0.869565,0.837278,7.000000,1.000000,0.704636,0.800000,3.716730,2023-01-09T22:49:46Z
282497,6,2.598353,2.111788,2.674044,2.702747,2.604258,2.041199,1.769476,2.618943,1.769476,0.980596,32.000000,7.000000,1.000000,0.699097,0.892857,2.349646,7.000000,1.000000,0.568184,0.714286,3808.000000,1.367552,864.589824,3.108989,7.000000,0.000000,0.908499,1.000000,2.943363,7.000000,0.000000,0.918251,0.925926,1.853415,7.000000,0.000000,0.884790,1.000000,2.943363,8.000000,2.000000,0.955748,1.000000,1.889643,9.000000,5.000000,0.893838,0.892857,0.862154,7.000000,1.000000,0.704636,0.800000,3.716730,2023-01-09T22:49:53Z
298595,2,2.598353,2.111788,2.727404,2.702747,2.604258,2.041199,1.769476,2.618943,1.769476,0.980016,32.000000,7.000000,1.000000,0.699097,0.892857,2.391534,7.000000,1.000000,0.568184,0.714286,4256.000000,1.501184,985.125888,3.183349,7.000000,0.000000,0.926629,1.000000,2.943363,7.000000,0.000000,0.918251,0.925926,1.885146,7.000000,0.000000,0.884790,1.000000,2.943363,8.000000,2.000000,0.955748,1.000000,1.898758,9.000000,5.000000,0.893838,0.892857,0.885969,7.000000,1.000000,0.704636,0.800000,3.716730,2023-01-09T22:50:09Z
301632,5,2.598353,2.111788,2.727404,2.702747,2.604258,2.003637,1.769476,2.618943,1.769476,0.979353,32.000000,7.000000,1.000000,0.699097,0.892857,2.391534,7.000000,1.000000,0.568184,0.714286,4256.000000,1.501184,985.125888,3.183349,7.000000,0.000000,0.926629,1.000000,2.943363,7.000000,0.000000,0.918251,0.925926,1.915082,7.000000,0.000000,0.884790,1.000000,2.943363,8.000000,2.000000,0.938160,1.000000,1.907222,9.000000,5.000000,0.893838,0.892857,0.885969,7.000000,1.000000,0.704636,0.800000,3.716730,2023-01-09T22:50:12Z
310697,4,2.598353,2.111788,2.727404,2.702747,2.721414,2.003637,1.769476,2.618943,1.769476,0.978322,32.000000,7.000000,1.000000,0.699097,0.892857,2.430932,7.000000,1.000000,0.568184,0.714286,4256.000000,1.501184,985.125888,3.183349,7.000000,0.000000,0.926629,1.000000,2.943363,7.000000,0.000000,0.918251,0.925926,1.943371,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.938160,1.000000,1.907222,9.000000,5.000000,0.893838,0.892857,0.908790,7.000000,1.000000,0.704636,0.800000,3.716730,2023-01-09T22:50:21Z
313713,7,2.598353,2.111788,2.727404,2.702747,2.721414,2.003637,1.769476,2.479957,1.769476,0.978894,32.000000,7.000000,1.000000,0.699097,0.892857,2.430932,7.000000,1.000000,0.568184,0.714286,4256.000000,1.501184,985.125888,3.183349,7.000000,0.000000,0.926629,1.000000,2.943363,7.000000,0.000000,0.918251,0.925926,1.943371,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.938160,1.000000,1.915102,9.000000,5.000000,0.893838,0.892857,0.930679,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:50:24Z
319752,3,2.598353,2.111788,2.727404,2.660592,2.721414,2.003637,1.769476,2.479957,1.769476,0.979327,32.000000,7.000000,1.000000,0.699097,0.892857,2.468054,7.000000,1.000000,0.568184,0.714286,4256.000000,1.501184,985.125888,3.183349,7.000000,0.000000,0.926629,1.000000,2.943363,7.000000,0.000000,0.903929,0.937500,1.970145,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.938160,1.000000,1.915102,9.000000,5.000000,0.893838,0.892857,0.930679,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:50:30Z
332857,6,2.598353,2.111788,2.727404,2.660592,2.721414,2.003637,1.767293,2.479957,1.767293,0.979266,32.000000,7.000000,1.000000,0.699097,0.892857,2.503094,7.000000,1.000000,0.568184,0.714286,4256.000000,1.501184,985.125888,3.183349,7.000000,0.000000,0.926629,1.000000,2.943363,7.000000,0.000000,0.903929,0.937500,1.995522,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.938160,1.000000,1.929337,9.000000,5.000000,0.892735,0.909091,0.971877,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:50:43Z
337874,1,2.598353,2.709862,2.727404,2.660592,2.721414,2.003637,1.767293,2.479957,1.767293,0.980730,32.000000,7.000000,1.000000,0.699097,0.892857,2.503094,7.000000,0.000000,0.920668,0.588235,4480.000000,1.568000,1045.393920,3.214099,7.000000,0.000000,0.926629,1.000000,2.943363,7.000000,0.000000,0.903929,0.937500,1.995522,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.938160,1.000000,1.929337,9.000000,5.000000,0.892735,0.909091,0.971877,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:50:48Z
348981,2,2.598353,2.709862,2.684262,2.660592,2.721414,2.003637,1.767293,2.479957,1.767293,0.981078,32.000000,7.000000,1.000000,0.699097,0.892857,2.503094,7.000000,0.000000,0.920668,0.588235,4704.000000,1.634816,1121.497344,3.195728,7.000000,0.000000,0.911971,1.000000,2.943363,7.000000,0.000000,0.903929,0.937500,2.019610,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.938160,1.000000,1.935788,9.000000,5.000000,0.892735,0.909091,0.991285,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:50:59Z
352003,5,2.598353,2.709862,2.684262,2.660592,2.721414,2.064405,1.767293,2.479957,1.767293,0.982215,32.000000,7.000000,1.000000,0.699097,0.892857,2.503094,7.000000,0.000000,0.920668,0.588235,4704.000000,1.634816,1121.497344,3.195728,7.000000,0.000000,0.911971,1.000000,2.943363,7.000000,0.000000,0.903929,0.937500,2.042504,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.966613,1.000000,1.941847,9.000000,5.000000,0.892735,0.909091,0.991285,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:51:02Z
357020,0,2.663206,2.709862,2.684262,2.660592,2.721414,2.064405,1.767293,2.479957,1.767293,0.981903,32.000000,7.000000,0.000000,0.904817,0.833333,2.536220,7.000000,0.000000,0.920668,0.588235,4704.000000,1.634816,1121.497344,3.195728,7.000000,0.000000,0.911971,1.000000,2.943363,7.000000,0.000000,0.903929,0.937500,2.042504,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.966613,1.000000,1.941847,9.000000,5.000000,0.892735,0.909091,1.009961,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:51:07Z
370129,3,2.663206,2.709862,2.684262,2.686093,2.721414,2.064405,1.767293,2.479957,1.767293,0.981745,32.000000,7.000000,0.000000,0.904817,0.833333,2.536220,7.000000,0.000000,0.920668,0.588235,5152.000000,1.768448,1273.704192,3.165570,7.000000,0.000000,0.911971,1.000000,2.943363,7.000000,0.000000,0.912593,0.945946,2.085048,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.966613,1.000000,1.947549,9.000000,5.000000,0.892735,0.909091,1.027943,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:51:20Z
383255,6,2.663206,2.709862,2.684262,2.686093,2.721414,2.064405,1.776161,2.479957,1.776161,0.982006,32.000000,7.000000,0.000000,0.904817,0.833333,2.549786,7.000000,0.000000,0.920668,0.588235,5376.000000,1.835264,1349.807616,3.153042,7.000000,0.000000,0.911971,1.000000,2.943363,7.000000,0.000000,0.912593,0.945946,2.104848,7.000000,0.000000,0.924593,0.967742,2.943363,8.000000,2.000000,0.966613,1.000000,1.958004,9.000000,5.000000,0.897215,0.921053,1.061979,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:51:33Z
391322,4,2.663206,2.709862,2.684262,2.686093,2.791788,2.064405,1.776161,2.479957,1.776161,0.981363,32.000000,7.000000,0.000000,0.904817,0.833333,2.549786,7.000000,0.000000,0.920668,0.588235,5376.000000,1.835264,1349.807616,3.153042,7.000000,0.000000,0.911971,1.000000,2.943363,7.000000,0.000000,0.912593,0.945946,2.123755,7.000000,0.000000,0.948503,0.897436,2.943363,8.000000,2.000000,0.966613,1.000000,1.958004,9.000000,5.000000,0.897215,0.921053,1.061979,7.000000,1.000000,0.667242,0.806452,3.716730,2023-01-09T22:51:41Z
394344,7,2.663206,2.709862,2.684262,2.686093,2.791788,2.064405,1.776161,2.709230,1.776161,0.980918,32.000000,7.000000,0.000000,0.904817,0.833333,2.549786,7.000000,0.000000,0.920668,0.588235,5376.000000,1.835264,1349.807616,3.153042,7.000000,0.000000,0.911971,1.000000,2.943363,7.000000,0.000000,0.912593,0.945946,2.123755,7.000000,0.000000,0.948503,0.897436,2.943363,8.000000,2.000000,0.966613,1.000000,1.962808,9.000000,5.000000,0.897215,0.921053,1.078100,7.000000,0.000000,0.920454,0.769231,3.716730,2023-01-09T22:51:44Z
398377,1,2.663206,2.553540,2.684262,2.686093,2.791788,2.064405,1.776161,2.709230,1.776161,0.981416,32.000000,7.000000,0.000000,0.904817,0.833333,2.562476,7.000000,0.000000,0.867559,0.625000,5600.000000,1.902080,1425.911040,3.141851,7.000000,0.000000,0.911971,1.000000,2.943363,7.000000,0.000000,0.912593,0.945946,2.123755,7.000000,0.000000,0.948503,0.897436,2.943363,8.000000,2.000000,0.966613,1.000000,1.962808,9.000000,5.000000,0.897215,0.921053,1.078100,7.000000,0.000000,0.920454,0.769231,3.716730,2023-01-09T22:51:48Z
399391,2,2.663206,2.553540,2.745426,2.686093,2.791788,2.064405,1.776161,2.709230,1.776161,0.981009,32.000000,7.000000,0.000000,0.904817,0.833333,2.562476,7.000000,0.000000,0.867559,0.625000,5600.000000,1.902080,1425.911040,3.141851,7.000000,0.000000,0.932751,1.000000,2.943363,7.000000,0.000000,0.912593,0.945946,2.123755,7.000000,0.000000,0.948503,0.897436,2.943363,8.000000,2.000000,0.966613,1.000000,1.962808,9.000000,5.000000,0.897215,0.921053,1.078100,7.000000,0.000000,0.920454,0.769231,3.716730,2023-01-09T22:51:49Z
402418,5,2.663206,2.553540,2.745426,2.686093,2.791788,2.062193,1.776161,2.709230,1.776161,0.980968,32.000000,7.000000,0.000000,0.904817,0.833333,2.562476,7.000000,0.000000,0.867559,0.625000,5600.000000,1.902080,1425.911040,3.141851,7.000000,0.000000,0.932751,1.000000,2.943363,7.000000,0.000000,0.912593,0.945946,2.141828,7.000000,0.000000,0.948503,0.897436,2.943363,8.000000,2.000000,0.965578,1.000000,1.967358,9.000000,5.000000,0.897215,0.921053,1.078100,7.000000,0.000000,0.920454,0.769231,3.716730,2023-01-09T22:51:52Z
420558,3,2.663206,2.553540,2.745426,2.869583,2.791788,2.062193,1.776161,2.709230,1.776161,0.979448,32.000000,7.000000,0.000000,0.904817,0.833333,2.585551,7.000000,0.000000,0.867559,0.625000,5824.000000,1.968896,1502.014464,3.131794,7.000000,0.000000,0.932751,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.175684,7.000000,0.000000,0.948503,0.897436,2.943363,8.000000,2.000000,0.965578,1.000000,1.971675,9.000000,5.000000,0.897215,0.921053,1.093665,7.000000,0.000000,0.920454,0.769231,3.645773,2023-01-09T22:52:11Z
427619,0,2.634381,2.553540,2.745426,2.869583,2.791788,2.062193,1.776161,2.709230,1.776161,0.979531,32.000000,7.000000,0.000000,0.895024,0.813953,2.596071,7.000000,0.000000,0.867559,0.625000,5824.000000,1.968896,1502.014464,3.131794,7.000000,0.000000,0.932751,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.175684,7.000000,0.000000,0.948503,0.897436,2.943363,8.000000,2.000000,0.965578,1.000000,1.975777,9.000000,5.000000,0.897215,0.921053,1.108701,7.000000,0.000000,0.920454,0.769231,3.614963,2023-01-09T22:52:18Z
441721,4,2.634381,2.553540,2.745426,2.869583,2.709672,2.062193,1.776161,2.709230,1.776161,0.980113,32.000000,7.000000,0.000000,0.895024,0.813953,2.605990,7.000000,0.000000,0.867559,0.625000,5824.000000,1.968896,1502.014464,3.131794,7.000000,0.000000,0.932751,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.201034,7.000000,0.000000,0.920604,0.909091,2.943363,8.000000,2.000000,0.965578,1.000000,1.979678,9.000000,5.000000,0.897215,0.921053,1.123235,7.000000,0.000000,0.920454,0.769231,3.586742,2023-01-09T22:52:32Z
443729,6,2.634381,2.553540,2.745426,2.869583,2.709672,2.062193,2.395034,2.709230,2.062193,0.991642,32.000000,7.000000,0.000000,0.895024,0.813953,2.605990,7.000000,0.000000,0.867559,0.625000,5824.000000,1.968896,1502.014464,3.131794,7.000000,0.000000,0.932751,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.201034,7.000000,0.000000,0.920604,0.909091,2.943363,8.000000,2.000000,0.965578,1.000000,1.983394,8.000000,3.000000,0.795551,0.909091,1.137292,7.000000,0.000000,0.920454,0.769231,3.586742,2023-01-09T22:52:34Z
444726,7,2.634381,2.553540,2.745426,2.869583,2.709672,2.062193,2.395034,2.676062,2.062193,0.991750,32.000000,7.000000,0.000000,0.895024,0.813953,2.605990,7.000000,0.000000,0.867559,0.625000,5824.000000,1.968896,1502.014464,3.131794,7.000000,0.000000,0.932751,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.201034,7.000000,0.000000,0.920604,0.909091,2.943363,8.000000,2.000000,0.965578,1.000000,1.983394,8.000000,3.000000,0.795551,0.909091,1.137292,7.000000,0.000000,0.909185,0.795455,3.560797,2023-01-09T22:52:35Z
449751,2,2.634381,2.553540,2.684908,2.869583,2.709672,2.062193,2.395034,2.676062,2.062193,0.992012,32.000000,7.000000,0.000000,0.895024,0.813953,2.615358,7.000000,0.000000,0.867559,0.625000,6048.000000,2.035712,1578.117888,3.122707,7.000000,0.000000,0.912191,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.201034,7.000000,0.000000,0.920604,0.909091,2.943363,8.000000,2.000000,0.965578,1.000000,1.983394,8.000000,3.000000,0.795551,0.909091,1.137292,7.000000,0.000000,0.909185,0.795455,3.560797,2023-01-09T22:52:40Z
452777,5,2.634381,2.553540,2.684908,2.869583,2.709672,2.054799,2.395034,2.676062,2.054799,0.991865,32.000000,7.000000,0.000000,0.895024,0.813953,2.615358,7.000000,0.000000,0.867559,0.625000,6048.000000,2.035712,1578.117888,3.122707,7.000000,0.000000,0.912191,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.225563,7.000000,0.000000,0.920604,0.909091,2.943363,8.000000,2.000000,0.962116,1.000000,1.986936,8.000000,3.000000,0.795551,0.909091,1.137292,7.000000,0.000000,0.909185,0.795455,3.560797,2023-01-09T22:52:43Z
477973,0,2.650129,2.553540,2.684908,2.869583,2.709672,2.054799,2.395034,2.676062,2.054799,0.991837,32.000000,7.000000,0.000000,0.900374,0.833333,2.640580,7.000000,0.000000,0.867559,0.625000,6496.000000,2.169344,1730.324736,3.106931,7.000000,0.000000,0.912191,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.272315,7.000000,0.000000,0.920604,0.909091,2.943363,8.000000,2.000000,0.962116,1.000000,1.993549,8.000000,3.000000,0.795551,0.909091,1.176875,7.000000,0.000000,0.909185,0.795455,3.494163,2023-01-09T22:53:08Z
489047,1,2.650129,2.681467,2.684908,2.869583,2.709672,2.054799,2.395034,2.676062,2.054799,0.991771,32.000000,7.000000,0.000000,0.900374,0.833333,2.640580,7.000000,0.000000,0.911022,0.612245,6720.000000,2.236160,1806.428160,3.100040,7.000000,0.000000,0.912191,1.000000,2.943363,7.000000,1.000000,0.772072,0.952381,2.272315,7.000000,0.000000,0.920604,0.909091,2.943363,8.000000,2.000000,0.962116,1.000000,1.996640,8.000000,3.000000,0.795551,0.909091,1.196046,7.000000,0.000000,0.909185,0.795455,3.475037,2023-01-09T22:53:19Z
491047,3,2.650129,2.681467,2.684908,2.721223,2.709672,2.054799,2.395034,2.676062,2.054799,0.992837,32.000000,7.000000,0.000000,0.900374,0.833333,2.640580,7.000000,0.000000,0.911022,0.612245,6720.000000,2.236160,1806.428160,3.100040,7.000000,0.000000,0.912191,1.000000,2.943363,7.000000,0.000000,0.924529,0.918367,2.294609,7.000000,0.000000,0.920604,0.909091,2.943363,8.000000,2.000000,0.962116,1.000000,1.996640,8.000000,3.000000,0.795551,0.909091,1.196046,7.000000,0.000000,0.909185,0.795455,3.475037,2023-01-09T22:53:21Z
492055,4,2.650129,2.681467,2.684908,2.721223,2.718511,2.054799,2.395034,2.676062,2.054799,0.992797,32.000000,7.000000,0.000000,0.900374,0.833333,2.640580,7.000000,0.000000,0.911022,0.612245,6720.000000,2.236160,1806.428160,3.100040,7.000000,0.000000,0.912191,1.000000,2.943363,7.000000,0.000000,0.924529,0.918367,2.294609,7.000000,0.000000,0.923607,0.918367,2.943363,8.000000,2.000000,0.962116,1.000000,1.996640,8.000000,3.000000,0.795551,0.909091,1.196046,7.000000,0.000000,0.909185,0.795455,3.475037,2023-01-09T22:53:22Z
495073,7,2.650129,2.681467,2.684908,2.721223,2.718511,2.054799,2.395034,2.638079,2.054799,0.992893,32.000000,7.000000,0.000000,0.900374,0.833333,2.640580,7.000000,0.000000,0.911022,0.612245,6720.000000,2.236160,1806.428160,3.100040,7.000000,0.000000,0.912191,1.000000,2.943363,7.000000,0.000000,0.924529,0.918367,2.294609,7.000000,0.000000,0.923607,0.918367,2.943363,8.000000,2.000000,0.962116,1.000000,1.999599,8.000000,3.000000,0.795551,0.909091,1.214820,7.000000,0.000000,0.896281,0.816327,3.457194,2023-01-09T22:53:25Z
503136,5,2.650129,2.681467,2.684908,2.721223,2.718511,2.686426,2.395034,2.638079,2.395034,0.998604,32.000000,7.000000,0.000000,0.900374,0.833333,2.648147,7.000000,0.000000,0.911022,0.612245,6944.000000,2.302976,1882.531584,3.093706,7.000000,0.000000,0.912191,1.000000,2.943363,7.000000,0.000000,0.924529,0.918367,2.307011,7.000000,0.000000,0.923607,0.918367,2.943363,7.000000,0.000000,0.912706,1.000000,2.002435,8.000000,3.000000,0.795551,0.909091,1.214820,7.000000,0.000000,0.896281,0.816327,3.457194,2023-01-09T22:53:33Z
510210,2,2.650129,2.681467,2.632169,2.721223,2.718511,2.686426,2.395034,2.638079,2.395034,0.998625,32.000000,7.000000,0.000000,0.900374,0.833333,2.648147,7.000000,0.000000,0.911022,0.612245,7168.000000,2.369792,1958.635008,3.087865,7.000000,0.000000,0.894273,0.980392,2.943363,7.000000,0.000000,0.924529,0.918367,2.307011,7.000000,0.000000,0.923607,0.918367,2.943363,7.000000,0.000000,0.912706,1.000000,2.002435,8.000000,3.000000,0.795551,0.909091,1.214820,7.000000,0.000000,0.896281,0.816327,3.440510,2023-01-09T22:53:40Z
524307,6,2.650129,2.681467,2.632169,2.721223,2.718511,2.686426,2.424057,2.638079,2.424057,0.998869,32.000000,7.000000,0.000000,0.900374,0.833333,2.655345,7.000000,0.000000,0.911022,0.612245,7392.000000,2.436608,2034.738432,3.082460,7.000000,0.000000,0.894273,0.980392,2.943363,7.000000,0.000000,0.924529,0.918367,2.330445,7.000000,0.000000,0.923607,0.918367,2.943363,7.000000,0.000000,0.912706,1.000000,2.030050,8.000000,3.000000,0.805191,0.865385,1.233209,7.000000,0.000000,0.896281,0.816327,3.424876,2023-01-09T22:53:54Z
539402,1,2.650129,2.575973,2.632169,2.721223,2.718511,2.686426,2.424057,2.638079,2.424057,0.998825,32.000000,7.000000,0.000000,0.900374,0.833333,2.668737,7.000000,0.000000,0.875180,0.648148,7840.000000,2.570240,2186.945280,3.072779,7.000000,0.000000,0.894273,0.980392,2.943363,7.000000,0.000000,0.924529,0.918367,2.330445,7.000000,0.000000,0.923607,0.918367,2.943363,7.000000,0.000000,0.912706,1.000000,2.043259,8.000000,3.000000,0.805191,0.865385,1.233209,7.000000,0.000000,0.896281,0.816327,3.396382,2023-01-09T22:54:09Z
542424,4,2.650129,2.575973,2.632169,2.721223,2.735832,2.686426,2.424057,2.638079,2.424057,0.998767,32.000000,7.000000,0.000000,0.900374,0.833333,2.668737,7.000000,0.000000,0.875180,0.648148,7840.000000,2.570240,2186.945280,3.072779,7.000000,0.000000,0.894273,0.980392,2.943363,7.000000,0.000000,0.924529,0.918367,2.341527,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.912706,1.000000,2.043259,8.000000,3.000000,0.805191,0.865385,1.233209,7.000000,0.000000,0.896281,0.816327,3.396382,2023-01-09T22:54:12Z
548458,0,2.666051,2.575973,2.632169,2.721223,2.735832,2.686426,2.424057,2.638079,2.424057,0.998756,32.000000,7.000000,0.000000,0.905784,0.818182,2.674977,7.000000,0.000000,0.875180,0.648148,7840.000000,2.570240,2186.945280,3.072779,7.000000,0.000000,0.894273,0.980392,2.943363,7.000000,0.000000,0.924529,0.918367,2.341527,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.912706,1.000000,2.043259,8.000000,3.000000,0.805191,0.865385,1.251226,7.000000,0.000000,0.896281,0.816327,3.396382,2023-01-09T22:54:18Z
551469,3,2.666051,2.575973,2.632169,2.704134,2.735832,2.686426,2.424057,2.638079,2.424057,0.998802,32.000000,7.000000,0.000000,0.905784,0.818182,2.674977,7.000000,0.000000,0.875180,0.648148,8064.000000,2.637056,2263.048704,3.068427,7.000000,0.000000,0.894273,0.980392,2.943363,7.000000,0.000000,0.918723,0.909091,2.352215,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.912706,1.000000,2.043259,8.000000,3.000000,0.805191,0.865385,1.251226,7.000000,0.000000,0.896281,0.816327,3.396382,2023-01-09T22:54:21Z
555505,7,2.666051,2.575973,2.632169,2.704134,2.735832,2.686426,2.424057,2.720040,2.424057,0.998691,32.000000,7.000000,0.000000,0.905784,0.818182,2.674977,7.000000,0.000000,0.875180,0.648148,8064.000000,2.637056,2263.048704,3.068427,7.000000,0.000000,0.894273,0.980392,2.943363,7.000000,0.000000,0.918723,0.909091,2.352215,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.912706,1.000000,2.056091,8.000000,3.000000,0.805191,0.865385,1.268881,7.000000,0.000000,0.924127,0.818182,3.383364,2023-01-09T22:54:26Z
560533,2,2.666051,2.575973,2.565178,2.704134,2.735832,2.686426,2.424057,2.720040,2.424057,0.998586,32.000000,7.000000,0.000000,0.905784,0.818182,2.674977,7.000000,0.000000,0.875180,0.648148,8288.000000,2.703872,2339.152128,3.064358,7.000000,0.000000,0.871513,0.982143,2.943363,7.000000,0.000000,0.918723,0.909091,2.352215,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.912706,1.000000,2.056091,8.000000,3.000000,0.805191,0.865385,1.268881,7.000000,0.000000,0.924127,0.818182,3.383364,2023-01-09T22:54:31Z
563555,5,2.666051,2.575973,2.565178,2.704134,2.735832,2.569935,2.424057,2.720040,2.424057,0.998573,32.000000,7.000000,0.000000,0.905784,0.818182,2.674977,7.000000,0.000000,0.875180,0.648148,8288.000000,2.703872,2339.152128,3.064358,7.000000,0.000000,0.871513,0.982143,2.943363,7.000000,0.000000,0.918723,0.909091,2.362530,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.873129,0.982143,2.068562,8.000000,3.000000,0.805191,0.865385,1.268881,7.000000,0.000000,0.924127,0.818182,3.383364,2023-01-09T22:54:34Z
601839,3,2.666051,2.575973,2.565178,2.604749,2.735832,2.569935,2.424057,2.720040,2.424057,0.998707,32.000000,7.000000,0.000000,0.905784,0.818182,2.686643,7.000000,0.000000,0.875180,0.648148,8736.000000,2.837504,2491.358976,3.056966,7.000000,0.000000,0.871513,0.982143,2.943363,7.000000,0.000000,0.884957,0.916667,2.400426,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.873129,0.982143,2.103958,8.000000,3.000000,0.805191,0.865385,1.303149,7.000000,0.000000,0.924127,0.818182,3.338000,2023-01-09T22:55:12Z
604867,6,2.666051,2.575973,2.565178,2.604749,2.735832,2.569935,2.433197,2.720040,2.433197,0.998769,32.000000,7.000000,0.000000,0.905784,0.818182,2.686643,7.000000,0.000000,0.875180,0.648148,8736.000000,2.837504,2491.358976,3.056966,7.000000,0.000000,0.871513,0.982143,2.943363,7.000000,0.000000,0.884957,0.916667,2.400426,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.873129,0.982143,2.115128,8.000000,3.000000,0.808227,0.833333,1.319783,7.000000,0.000000,0.924127,0.818182,3.338000,2023-01-09T22:55:15Z
605873,7,2.666051,2.575973,2.565178,2.604749,2.735832,2.569935,2.433197,2.648891,2.433197,0.998970,32.000000,7.000000,0.000000,0.905784,0.818182,2.686643,7.000000,0.000000,0.875180,0.648148,8736.000000,2.837504,2491.358976,3.056966,7.000000,0.000000,0.871513,0.982143,2.943363,7.000000,0.000000,0.884957,0.916667,2.400426,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.873129,0.982143,2.115128,8.000000,3.000000,0.808227,0.833333,1.319783,7.000000,0.000000,0.899954,0.833333,3.328084,2023-01-09T22:55:16Z
609911,1,2.666051,2.680175,2.565178,2.604749,2.735832,2.569935,2.433197,2.648891,2.433197,0.998898,32.000000,7.000000,0.000000,0.905784,0.818182,2.692103,7.000000,0.000000,0.910582,0.655738,8960.000000,2.904320,2567.462400,3.053599,7.000000,0.000000,0.871513,0.982143,2.943363,7.000000,0.000000,0.884957,0.916667,2.400426,7.000000,0.000000,0.929492,0.925926,2.943363,7.000000,0.000000,0.873129,0.982143,2.115128,8.000000,3.000000,0.808227,0.833333,1.319783,7.000000,0.000000,0.899954,0.833333,3.328084,2023-01-09T22:55:20Z
612931,4,2.666051,2.680175,2.565178,2.604749,2.586921,2.569935,2.433197,2.648891,2.433197,0.999201,32.000000,7.000000,0.000000,0.905784,0.818182,2.692103,7.000000,0.000000,0.910582,0.655738,8960.000000,2.904320,2567.462400,3.053599,7.000000,0.000000,0.871513,0.982143,2.943363,7.000000,0.000000,0.884957,0.916667,2.409139,7.000000,0.000000,0.878900,0.901639,2.943363,7.000000,0.000000,0.873129,0.982143,2.115128,8.000000,3.000000,0.808227,0.833333,1.319783,7.000000,0.000000,0.899954,0.833333,3.328084,2023-01-09T22:55:23Z
