1144402,3,2.934779,2.857803,2.075907,2.512635,2.819576,2.981980,2.931617,2.859849,0.000000,0.000000,0.000000,0.000000,2.075907,0.989181,32.000000,7.000000,1.000000,0.938834,0.945946,2.642923,7.000000,0.000000,0.995985,0.972222,2.691318,8.000000,2.000000,0.999994,0.925926,2.324818,8.000000,3.000000,0.973139,0.982143,2.680541,7.000000,1.000000,0.901981,1.000000,2.787126,7.000000,1.000000,0.953934,0.972222,2.800267,7.000000,1.000000,0.937823,0.954545,2.879732,7.000000,0.000000,0.996698,0.972222,2.858439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:37:29Z
1152455,1,2.934779,2.867876,2.075907,2.512635,2.819576,2.981980,2.931617,2.859849,0.000000,0.000000,0.000000,0.000000,2.075907,0.989154,32.000000,7.000000,1.000000,0.938834,0.945946,2.646933,7.000000,1.000000,0.917432,0.973451,2.692909,8.000000,2.000000,0.999994,0.925926,2.324818,8.000000,3.000000,0.973139,0.982143,2.680541,7.000000,1.000000,0.901981,1.000000,2.787126,7.000000,1.000000,0.953934,0.972222,2.803076,7.000000,1.000000,0.937823,0.954545,2.881958,7.000000,0.000000,0.996698,0.972222,2.858543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:37:37Z
1153463,2,2.934779,2.867876,2.075239,2.512635,2.819576,2.981980,2.931617,2.859849,0.000000,0.000000,0.000000,0.000000,2.075239,0.989138,32.000000,7.000000,1.000000,0.938834,0.945946,2.646933,7.000000,1.000000,0.917432,0.973451,2.692909,8.000000,2.000000,0.999672,0.929204,2.322034,8.000000,3.000000,0.973139,0.982143,2.680541,7.000000,1.000000,0.901981,1.000000,2.787126,7.000000,1.000000,0.953934,0.972222,2.803076,7.000000,1.000000,0.937823,0.954545,2.881958,7.000000,0.000000,0.996698,0.972222,2.858543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:37:38Z
1158498,7,2.934779,2.867876,2.075239,2.512635,2.819576,2.981980,2.931617,2.918165,0.000000,0.000000,0.000000,0.000000,2.075239,0.988937,32.000000,7.000000,1.000000,0.938834,0.945946,2.646933,7.000000,1.000000,0.917432,0.973451,2.692909,8.000000,2.000000,0.999672,0.929204,2.322034,8.000000,3.000000,0.973139,0.982143,2.679576,7.000000,1.000000,0.901981,1.000000,2.789953,7.000000,1.000000,0.953934,0.972222,2.803076,7.000000,1.000000,0.937823,0.954545,2.884143,7.000000,1.000000,0.933519,0.973451,2.858645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:37:43Z
1166555,5,2.934779,2.867876,2.075239,2.512635,2.819576,2.863733,2.931617,2.918165,0.000000,0.000000,0.000000,0.000000,2.075239,0.989493,32.000000,7.000000,1.000000,0.938834,0.945946,2.650877,7.000000,1.000000,0.917432,0.973451,2.696433,8.000000,2.000000,0.999672,0.929204,2.319312,8.000000,3.000000,0.973139,0.982143,2.678630,7.000000,1.000000,0.901981,1.000000,2.792733,7.000000,1.000000,0.916106,0.964912,2.805836,7.000000,1.000000,0.937823,0.954545,2.884143,7.000000,1.000000,0.933519,0.973451,2.858645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:37:51Z
1177667,6,2.934779,2.867876,2.075239,2.512635,2.819576,2.863733,2.861268,2.918165,0.000000,0.000000,0.000000,0.000000,2.075239,0.989796,32.000000,7.000000,1.000000,0.938834,0.945946,2.654756,7.000000,1.000000,0.917432,0.973451,2.699900,8.000000,2.000000,0.999672,0.929204,2.316649,8.000000,3.000000,0.973139,0.982143,2.677702,7.000000,1.000000,0.901981,1.000000,2.795467,7.000000,1.000000,0.916106,0.964912,2.808550,7.000000,0.000000,0.997193,0.956522,2.888400,7.000000,1.000000,0.933519,0.973451,2.860953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:38:02Z
1181690,0,2.969207,2.867876,2.075239,2.512635,2.819576,2.863733,2.861268,2.918165,0.000000,0.000000,0.000000,0.000000,2.075239,0.989582,32.000000,7.000000,1.000000,0.949848,0.948276,2.658573,7.000000,1.000000,0.917432,0.973451,2.699900,8.000000,2.000000,0.999672,0.929204,2.316649,8.000000,3.000000,0.973139,0.982143,2.677702,7.000000,1.000000,0.901981,1.000000,2.795467,7.000000,1.000000,0.916106,0.964912,2.808550,7.000000,0.000000,0.997193,0.956522,2.888400,7.000000,1.000000,0.933519,0.973451,2.863222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:38:06Z
1185723,4,2.969207,2.867876,2.075239,2.512635,2.855994,2.863733,2.861268,2.918165,0.000000,0.000000,0.000000,0.000000,2.075239,0.989498,32.000000,7.000000,1.000000,0.949848,0.948276,2.658573,7.000000,1.000000,0.917432,0.973451,2.703312,8.000000,2.000000,0.999672,0.929204,2.314043,8.000000,3.000000,0.973139,0.982143,2.676791,7.000000,0.000000,0.995355,0.991379,2.798156,7.000000,1.000000,0.916106,0.964912,2.808550,7.000000,0.000000,0.997193,0.956522,2.888400,7.000000,1.000000,0.933519,0.973451,2.863222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:38:10Z
1194773,3,2.969207,2.867876,2.075239,2.988800,2.855994,2.863733,2.861268,2.918165,0.000000,0.000000,0.000000,0.000000,2.075239,0.990226,32.000000,7.000000,1.000000,0.949848,0.948276,2.662329,7.000000,1.000000,0.917432,0.973451,2.706670,8.000000,2.000000,0.999672,0.929204,2.311494,7.000000,1.000000,0.956115,0.982906,2.675898,7.000000,0.000000,0.995355,0.991379,2.798156,7.000000,1.000000,0.916106,0.964912,2.811218,7.000000,0.000000,0.997193,0.956522,2.888219,7.000000,1.000000,0.933519,0.973451,2.865452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:38:19Z
1202827,1,2.969207,2.861621,2.075239,2.988800,2.855994,2.863733,2.861268,2.918165,0.000000,0.000000,0.000000,0.000000,2.075239,0.990234,32.000000,7.000000,1.000000,0.949848,0.948276,2.666024,7.000000,1.000000,0.915431,0.974576,2.709974,8.000000,2.000000,0.999672,0.929204,2.311494,7.000000,1.000000,0.956115,0.982906,2.675898,7.000000,0.000000,0.995355,0.991379,2.798782,7.000000,1.000000,0.916106,0.964912,2.813841,7.000000,0.000000,0.997193,0.956522,2.888041,7.000000,1.000000,0.933519,0.973451,2.867645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:38:27Z
1203843,2,2.969207,2.861621,2.074853,2.988800,2.855994,2.863733,2.861268,2.918165,0.000000,0.000000,0.000000,0.000000,2.074853,0.990225,32.000000,7.000000,1.000000,0.949848,0.948276,2.666024,7.000000,1.000000,0.915431,0.974576,2.709974,8.000000,2.000000,0.999487,0.932203,2.308998,7.000000,1.000000,0.956115,0.982906,2.675898,7.000000,0.000000,0.995355,0.991379,2.798782,7.000000,1.000000,0.916106,0.964912,2.813841,7.000000,0.000000,0.997193,0.956522,2.888041,7.000000,1.000000,0.933519,0.973451,2.867645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:38:28Z
1208897,7,2.969207,2.861621,2.074853,2.988800,2.855994,2.863733,2.861268,2.842686,0.000000,0.000000,0.000000,0.000000,2.074853,0.990363,32.000000,7.000000,1.000000,0.949848,0.948276,2.666024,7.000000,1.000000,0.915431,0.974576,2.709974,8.000000,2.000000,0.999487,0.932203,2.308998,7.000000,1.000000,0.956115,0.982906,2.679374,7.000000,0.000000,0.995355,0.991379,2.799396,7.000000,1.000000,0.916106,0.964912,2.816421,7.000000,0.000000,0.997193,0.956522,2.887866,7.000000,1.000000,0.909374,0.974576,2.869801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2023-05-01T18:38:33Z
