PDR,time,TotalTime(ms),Throughput(kbp)
1.000000, 2022-06-15T09:30:44Z, 12708, 0.017627
1.000000, 2022-06-15T09:30:57Z, 25383, 0.017650
1.000000, 2022-06-15T09:31:22Z, 50728, 0.013247
1.000000, 2022-06-15T09:31:35Z, 63398, 0.014133
1.000000, 2022-06-15T09:31:48Z, 76075, 0.014722
0.833333, 2022-06-15T09:32:00Z, 88957, 0.012590
0.857143, 2022-06-15T09:32:13Z, 101404, 0.013254
0.875000, 2022-06-15T09:32:26Z, 114079, 0.013745
0.888889, 2022-06-15T09:32:38Z, 126748, 0.014138
0.900000, 2022-06-15T09:32:51Z, 139427, 0.014459
0.909091, 2022-06-15T09:33:04Z, 152094, 0.014728
0.833333, 2022-06-15T09:33:16Z, 164983, 0.013577
0.846154, 2022-06-15T09:33:29Z, 177439, 0.013886
0.857143, 2022-06-15T09:33:42Z, 190113, 0.014139
0.866667, 2022-06-15T09:33:54Z, 202821, 0.014357
0.875000, 2022-06-15T09:34:07Z, 215462, 0.014555
0.882353, 2022-06-15T09:34:20Z, 228129, 0.014729
0.833333, 2022-06-15T09:34:32Z, 241031, 0.013940
0.842105, 2022-06-15T09:34:45Z, 253489, 0.014139
0.850000, 2022-06-15T09:34:58Z, 266136, 0.014308
0.857143, 2022-06-15T09:35:10Z, 278814, 0.014461
0.863636, 2022-06-15T09:35:23Z, 291555, 0.014598
0.869565, 2022-06-15T09:35:36Z, 304158, 0.014729
0.833333, 2022-06-15T09:35:49Z, 317047, 0.014130
0.840000, 2022-06-15T09:36:01Z, 329499, 0.014276
0.846154, 2022-06-15T09:36:14Z, 342164, 0.014402
0.851852, 2022-06-15T09:36:26Z, 354845, 0.014519
0.857143, 2022-06-15T09:36:39Z, 367508, 0.014628
0.862069, 2022-06-15T09:36:52Z, 380179, 0.014730
0.833333, 2022-06-15T09:37:05Z, 393096, 0.014246
0.838710, 2022-06-15T09:37:17Z, 405526, 0.014362
0.843750, 2022-06-15T09:37:30Z, 418200, 0.014462
0.848485, 2022-06-15T09:37:42Z, 430865, 0.014557
0.852941, 2022-06-15T09:37:55Z, 443539, 0.014646
0.857143, 2022-06-15T09:38:08Z, 456263, 0.014728
0.833333, 2022-06-15T09:38:21Z, 469107, 0.014325
0.837838, 2022-06-15T09:38:33Z, 481631, 0.014418
0.842105, 2022-06-15T09:38:46Z, 494226, 0.014503
0.846154, 2022-06-15T09:38:58Z, 506962, 0.014581
0.850000, 2022-06-15T09:39:11Z, 519572, 0.014658
0.853659, 2022-06-15T09:39:24Z, 532244, 0.014730
0.833333, 2022-06-15T09:39:37Z, 545135, 0.014382
0.837209, 2022-06-15T09:39:49Z, 557585, 0.014462
0.840909, 2022-06-15T09:40:02Z, 570256, 0.014534
0.844444, 2022-06-15T09:40:14Z, 582952, 0.014602
0.847826, 2022-06-15T09:40:27Z, 595602, 0.014668
0.851064, 2022-06-15T09:40:40Z, 608279, 0.014730
0.833333, 2022-06-15T09:40:53Z, 621165, 0.014425
0.836735, 2022-06-15T09:41:05Z, 633613, 0.014495
