TotalTime(ms),Flag,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,EE9,EE10,EE11,EE12,minEE,Fair index,Loopcount,SF1,TP1,PRR1,InstantPRR1,InstantEE1,SF2,TP2,PRR2,InstantPRR2,InstantEE2,SF3,TP3,PRR3,InstantPRR3,InstantEE3,SF4,TP4,PRR4,InstantPRR4,InstantEE4,SF5,TP5,PRR5,InstantPRR5,InstantEE5,SF6,TP6,PRR6,InstantPRR6,InstantEE6,SF7,TP7,PRR7,InstantPRR7,InstantEE7,SF8,TP8,PRR8,InstantPRR8,InstantEE8,SF9,TP9,PRR9,InstantPRR9,InstantEE9,SF10,TP10,PRR10,InstantPRR10,InstantEE10,SF11,TP11,PRR11,InstantPRR11,InstantEE11,SF12,TP12,PRR12,InstantPRR12,InstantEE12,time
483101,8,0.637497,0.632724,0.658554,0.631726,0.632388,0.658881,0.634133,0.684586,0.961149,0.683275,0.656985,0.752621,0.631726,0.983223,18.000000,10.000000,3.000000,0.847021,1.000000,0.469317,10.000000,3.000000,0.840680,1.000000,0.469317,10.000000,3.000000,0.874999,1.000000,0.474419,10.000000,3.000000,0.839354,1.000000,0.458529,10.000000,3.000000,0.840234,1.000000,0.464024,10.000000,3.000000,0.875434,1.000000,0.474419,10.000000,3.000000,0.842552,1.000000,0.469317,10.000000,4.000000,0.838691,1.000000,0.453507,9.000000,1.000000,1.000000,1.000000,0.491718,10.000000,4.000000,0.837085,0.967742,0.486812,10.000000,3.000000,0.872915,0.945946,0.499705,10.000000,5.000000,0.829173,1.000000,0.515696,2023-03-27T18:46:32Z
484184,9,0.637497,0.632724,0.658554,0.631726,0.632388,0.658881,0.634133,0.684586,0.961149,0.711794,0.656985,0.752621,0.631726,0.983231,13.000000,10.000000,3.000000,0.847021,1.000000,0.469317,10.000000,3.000000,0.840680,1.000000,0.469317,10.000000,3.000000,0.874999,1.000000,0.474419,10.000000,3.000000,0.839354,1.000000,0.458529,10.000000,3.000000,0.840234,1.000000,0.464024,10.000000,3.000000,0.875434,1.000000,0.474419,10.000000,3.000000,0.842552,1.000000,0.469317,10.000000,4.000000,0.838691,1.000000,0.453507,9.000000,1.000000,1.000000,1.000000,0.491718,10.000000,4.000000,0.872023,0.875000,0.493451,10.000000,3.000000,0.872915,0.945946,0.499705,10.000000,5.000000,0.829173,1.000000,0.515696,2023-03-27T18:46:33Z
488155,1,0.637497,0.657898,0.658554,0.631726,0.632388,0.658881,0.634133,0.684586,0.961149,0.711794,0.656985,0.752621,0.631726,0.983702,12.000000,10.000000,3.000000,0.847021,1.000000,0.469317,10.000000,3.000000,0.874128,0.975610,0.474419,10.000000,3.000000,0.874999,1.000000,0.474419,10.000000,3.000000,0.839354,1.000000,0.458529,10.000000,3.000000,0.840234,1.000000,0.464024,10.000000,3.000000,0.875434,1.000000,0.474419,10.000000,3.000000,0.842552,1.000000,0.469317,10.000000,4.000000,0.838691,1.000000,0.453507,9.000000,1.000000,1.000000,1.000000,0.491718,10.000000,4.000000,0.872023,0.875000,0.493451,10.000000,3.000000,0.872915,0.945946,0.505009,10.000000,5.000000,0.829173,1.000000,0.522534,2023-03-27T18:46:37Z
499236,0,0.657396,0.657898,0.658554,0.631726,0.632388,0.658881,0.634133,0.684586,0.961149,0.711794,0.656985,0.752621,0.631726,0.984069,12.000000,10.000000,3.000000,0.873461,0.952381,0.474419,10.000000,3.000000,0.874128,0.975610,0.474419,10.000000,3.000000,0.874999,1.000000,0.479341,10.000000,3.000000,0.839354,1.000000,0.464024,10.000000,3.000000,0.840234,1.000000,0.469317,10.000000,3.000000,0.875434,1.000000,0.479341,10.000000,3.000000,0.842552,1.000000,0.469317,10.000000,4.000000,0.838691,1.000000,0.453507,9.000000,1.000000,1.000000,1.000000,0.498481,10.000000,4.000000,0.872023,0.875000,0.499827,10.000000,3.000000,0.872915,0.945946,0.510094,10.000000,5.000000,0.829173,1.000000,0.529138,2023-03-27T18:46:48Z
503260,4,0.657396,0.657898,0.658554,0.631726,0.657675,0.658881,0.634133,0.684586,0.961149,0.711794,0.656985,0.752621,0.631726,0.984567,12.000000,10.000000,3.000000,0.873461,0.952381,0.474419,10.000000,3.000000,0.874128,0.975610,0.479341,10.000000,3.000000,0.874999,1.000000,0.484092,10.000000,3.000000,0.839354,1.000000,0.469317,10.000000,3.000000,0.873832,0.952381,0.474419,10.000000,3.000000,0.875434,1.000000,0.479341,10.000000,3.000000,0.842552,1.000000,0.469317,10.000000,4.000000,0.838691,1.000000,0.453507,9.000000,1.000000,1.000000,1.000000,0.498481,10.000000,4.000000,0.872023,0.875000,0.499827,10.000000,3.000000,0.872915,0.945946,0.510094,10.000000,5.000000,0.829173,1.000000,0.529138,2023-03-27T18:46:52Z
505272,6,0.657396,0.657898,0.658554,0.631726,0.657675,0.658881,0.659527,0.684586,0.961149,0.711794,0.656985,0.752621,0.631726,0.985065,12.000000,10.000000,3.000000,0.873461,0.952381,0.474419,10.000000,3.000000,0.874128,0.975610,0.479341,10.000000,3.000000,0.874999,1.000000,0.484092,10.000000,3.000000,0.839354,1.000000,0.469317,10.000000,3.000000,0.873832,0.952381,0.474419,10.000000,3.000000,0.875434,1.000000,0.484092,10.000000,3.000000,0.876292,0.952381,0.474419,10.000000,4.000000,0.838691,1.000000,0.453507,9.000000,1.000000,1.000000,1.000000,0.498481,10.000000,4.000000,0.872023,0.875000,0.499827,10.000000,3.000000,0.872915,0.945946,0.510094,10.000000,5.000000,0.829173,1.000000,0.529138,2023-03-27T18:46:54Z
510298,11,0.657396,0.657898,0.658554,0.631726,0.657675,0.658881,0.659527,0.684586,0.961149,0.711794,0.656985,0.784864,0.631726,0.984413,14.000000,10.000000,3.000000,0.873461,0.952381,0.474419,10.000000,3.000000,0.874128,0.975610,0.479341,10.000000,3.000000,0.874999,1.000000,0.484092,10.000000,3.000000,0.839354,1.000000,0.469317,10.000000,3.000000,0.873832,0.952381,0.474419,10.000000,3.000000,0.875434,1.000000,0.484092,10.000000,3.000000,0.876292,0.952381,0.474419,10.000000,4.000000,0.838691,1.000000,0.453507,9.000000,1.000000,1.000000,1.000000,0.505052,10.000000,4.000000,0.872023,0.875000,0.505957,10.000000,3.000000,0.872915,0.945946,0.514975,10.000000,5.000000,0.864695,0.952381,0.535519,2023-03-27T18:46:59Z
514327,3,0.657396,0.657898,0.658554,0.711991,0.657675,0.658881,0.659527,0.684586,0.961149,0.711794,0.656985,0.784864,0.656985,0.985483,13.000000,10.000000,3.000000,0.873461,0.952381,0.474419,10.000000,3.000000,0.874128,0.975610,0.479341,10.000000,3.000000,0.874999,1.000000,0.488681,10.000000,4.000000,0.872265,0.930233,0.474419,10.000000,3.000000,0.873832,0.952381,0.474419,10.000000,3.000000,0.875434,1.000000,0.484092,10.000000,3.000000,0.876292,0.952381,0.474419,10.000000,4.000000,0.838691,1.000000,0.453507,9.000000,1.000000,1.000000,1.000000,0.505052,10.000000,4.000000,0.872023,0.875000,0.505957,10.000000,3.000000,0.872915,0.945946,0.514975,10.000000,5.000000,0.864695,0.952381,0.535519,2023-03-27T18:47:03Z
521399,10,0.657396,0.657898,0.658554,0.711991,0.657675,0.658881,0.659527,0.684586,0.961149,0.711794,0.657617,0.784864,0.657396,0.985495,12.000000,10.000000,3.000000,0.873461,0.952381,0.479341,10.000000,3.000000,0.874128,0.975610,0.479341,10.000000,3.000000,0.874999,1.000000,0.488681,10.000000,4.000000,0.872265,0.930233,0.474419,10.000000,3.000000,0.873832,0.952381,0.479341,10.000000,3.000000,0.875434,1.000000,0.488681,10.000000,3.000000,0.876292,0.952381,0.474419,10.000000,4.000000,0.838691,1.000000,0.459894,9.000000,1.000000,1.000000,1.000000,0.511439,10.000000,4.000000,0.872023,0.875000,0.505957,10.000000,3.000000,0.873755,0.930233,0.519664,10.000000,5.000000,0.864695,0.952381,0.535519,2023-03-27T18:47:10Z
540552,5,0.657396,0.657898,0.658554,0.711991,0.657675,0.660041,0.659527,0.684586,0.961149,0.711794,0.657617,0.784864,0.657396,0.985517,12.000000,10.000000,3.000000,0.873461,0.952381,0.488681,10.000000,3.000000,0.874128,0.975610,0.488681,10.000000,3.000000,0.874999,1.000000,0.493115,10.000000,4.000000,0.872265,0.930233,0.485408,10.000000,3.000000,0.873832,0.952381,0.484092,10.000000,3.000000,0.876976,1.000000,0.497403,10.000000,3.000000,0.876292,0.952381,0.474419,10.000000,4.000000,0.838691,1.000000,0.459894,9.000000,1.000000,1.000000,1.000000,0.517649,10.000000,4.000000,0.872023,0.875000,0.511853,10.000000,3.000000,0.873755,0.930233,0.524171,10.000000,5.000000,0.864695,0.952381,0.541688,2023-03-27T18:47:30Z
