Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V),Main Min Current (mA),Main Min Power (mW),Main Min Voltage (V),Main Max Current (mA),Main Max Power (mW),Main Max Voltage (V),USB Avg Current (mA),USB Avg Power (mW),USB Avg Voltage (V),USB Min Current (mA),USB Min Power (mW),USB Min Voltage (V),USB Max Current (mA),USB Max Power (mW),USB Max Voltage (V)
0.0000,-0.029,-0.1458,5.028,-0.029,-0.1458,5.028,-0.029,-0.1458,5.028,55.324,0,0,-0.029,-0.1458,0,55.324,0,5.028
0.2000,-0.022,-0.1107,5.034,-0.057,-0.2866,0,55.863,0.0654,5.036,42.34,0,0,-0.057,-0.2866,0,55.863,0.0654,5.036
0.4000,-0.015,-0.0754,5.028,-0.057,-0.2871,0,56.713,0.0955,5.036,56.214,0,0,-0.057,-0.2871,0,56.713,0.0955,5.036
0.6000,-0.015,-0.0754,5.026,-0.058,-0.2915,0,56.725,0.0955,5.036,56.321,0,0,-0.058,-0.2915,0,56.725,0.0955,5.036
0.8000,-0.024,-0.1207,5.028,-0.058,-0.2915,0,56.779,0.0955,5.036,56.051,0,0,-0.058,-0.2915,0,56.779,0.0955,5.036
1.0000,-0.019,-0.0955,5.026,-0.058,-0.2916,0,56.872,0.0955,5.036,56.171,0,0,-0.058,-0.2916,0,56.872,0.0955,5.036
1.2000,-0.029,-0.1458,5.026,-0.058,-0.2916,0,56.899,0.0955,5.036,56.278,0,0,-0.058,-0.2916,0,56.899,0.0955,5.036
1.4000,-0.028,-0.1407,5.026,-0.062,-0.3117,0,56.899,0.0955,5.036,56.372,0,0,-0.062,-0.3117,0,56.899,0.0955,5.036
1.6000,-0.046,-0.2312,5.026,-0.062,-0.3117,0,56.966,0.0955,5.036,56.278,0,0,-0.062,-0.3117,0,56.966,0.0955,5.036
1.8000,-0.027,-0.1357,5.026,-0.062,-0.3117,0,57.06,0.0955,5.036,56.682,0,0,-0.062,-0.3117,0,57.06,0.0955,5.036
2.0000,-0.034,-0.1709,5.026,-0.062,-0.3117,0,57.1,0.0955,5.036,56.884,0,0,-0.062,-0.3117,0,57.1,0.0955,5.036
2.2000,-0.021,-0.1055,5.024,-0.062,-0.3117,0,57.181,0.0955,5.036,56.871,0,0,-0.062,-0.3117,0,57.181,0.0955,5.036
